clade_name	WT_M_14w	WT_M_14w	WT_M_14w	WT_M_14w	WT_M_14w	WT_M_14w	WT_M_22w	WT_M_14w	WT_M_22w	WT_M_14w	WT_M_14w	WT_M_14w	WT_M_14w	WT_M_14w	WT_M_14w	WT_M_22w	WT_M_14w	WT_M_14w	WT_M_22w	WT_M_14w	WT_M_14w	WT_M_22w	WT_M_14w	WT_M_22w	WT_M_14w	WT_F_14w	WT_F_14w	WT_F_22w	WT_F_14w	WT_F_22w	WT_F_14w	WT_F_14w	WT_F_22w	WT_F_14w	WT_F_14w	WT_F_22w	WT_F_14w	WT_F_14w	WT_F_14w	WT_F_22w	WT_F_14w	WT_F_14w	WT_F_22w	WT_F_14w	WT_F_14w	WT_F_14w	WT_F_22w	WT_F_14w	WT_F_22w	WT_F_14w	WT_F_14w	WT_F_14w	W_M_22w	W_M_22w	W_M_14w	W_M_14w	W_M_14w	W_M_22w	W_M_14w	W_M_22w	W_M_14w	W_M_14w	W_M_22w	W_M_14w	W_M_22w	W_M_14w	W_M_22w	W_M_22w	W_F_14w	W_F_14w	W_F_22w	W_F_14w	W_F_22w	W_F_14w	W_F_14w	W_F_22w	W_F_14w	W_F_22w	W_F_14w	W_F_22w	W_F_22w	W_F_14w	P_M_22w	P_M_14w	P_M_22w	P_M_14w	P_M_14w	P_M_22w	P_M_14w	P_M_14w	P_M_22w	P_M_22w	P_M_22w	P_M_14w	P_M_22w	P_M_14w	P_M_22w	P_F_22w	P_F_22w	P_F_14w	P_F_14w	P_F_22w	P_F_14w	P_F_14w	P_F_22w	P_F_14w	P_F_22w	P_F_14w	P_F_22w	P_F_14w	P_F_22w	P_F_22w	C_M_22w	C_M_22w	C_M_14w	C_M_22w	C_M_22w	C_M_14w	C_M_22w	C_M_22w	C_M_22w	C_M_22w	C_M_14w	C_M_22w	C_M_22w	C_M_14w	C_M_14w	C_M_14w	C_M_22w	C_M_22w	C_M_14w	C_M_22w	C_M_22w	C_M_14w	C_M_22w	C_M_22w	C_M_22w	C_F_22w	C_F_14w	C_F_22w	C_F_14w	C_F_22w	C_F_14w	C_F_14w	C_F_22w	C_F_14w	C_F_14w	C_F_22w	C_F_14w	C_F_22w	B_M_22w	B_M_14w	B_M_14w	B_M_22w	B_M_14w	B_M_22w	B_M_22w	B_M_22w	B_M_14w	B_M_22w	B_M_14w	B_M_14w	B_M_22w	B_M_14w	B_M_22w	B_F_22w	B_F_14w	B_F_22w	B_F_14w	B_F_22w	B_F_14w	B_F_22w	B_F_14w	B_F_14w	B_F_22w	B_F_14w	B_F_22w	B_F_14w	B_F_22w
Lachnospiraceae_bacterium_28_4	0.35992	0.12953	0.30259	0.09309	7.13965	5.19672	0.25019	3.36872	2.18986	35.96492	2.50053	1.57835	14.42792	14.42784	11.67743	0.47821	52.42504	3.89849	30.57741	0.05478	1.50444	43.82967	9.22912	0.04339	2.46695	1.1125	0.11653	11.72537	0.03795	0.32295	0.74127	1.88795	0.28911	0.09999	21.05867	20.47579	23.90903	0.01831	0.01297	59.51716	0.00609	0.00209	0.32287	9.72536	0.07149	44.41422	0.02139	0.39863	2.77102	0.02622	17.26605	0.81536	0.00228	0.0262	0.73457	1.53932	5.40407	0.16626	3.51959	0.0907	15.21202	2.61127	2.35616	16.0435	0.03677	12.84081	0.04521	0.02853	9.64404	7.97981	0.02999	0.02307	0.02293	0.47505	0.59185	0.32009	0.00126	0	0.36894	8.44612	0.02597	0.2237	0.13253	12.67581	0.03522	0.36725	0.87748	0.10017	0.10904	0.03767	8.80818	0.38415	0.61142	0.03106	0	0.28706	8.57724	0.05852	0	0.01961	0.00948	0.0365	9.8095	0.10373	0.50714	29.96195	2.7035	0	1.07904	0	0	0.02346	0.00072	18.43255	36.31202	0.01679	0.00997	0.19524	0.5686	2.03568	0	25.17969	24.30678	0.2987	0.00999	34.09961	6.99932	0.03107	0.01263	0.4583	34.491	5.04852	0.01552	11.38982	0.81791	0.05425	0.18932	15.12115	0.02899	0.04081	0.32194	1.04407	0.21638	3.00416	1.08994	2.57049	2.72083	0.80297	9.92525	4.13628	0.15672	1.78792	18.03547	15.4807	22.01647	6.5954	0.00213	0.00455	1.7719	0.00151	0.03967	0.24144	4.77853	1.2987	12.58391	2.96248	1.85413	0.00116	15.47895	0.00714	8.5172	3.42122	12.60292	18.42152	26.23101	7.20567	59.20071	14.64894	0
Lachnospiraceae_bacterium_3_1	0.02678	0.36304	0.30953	0.19216	0.02102	0.22382	0.13169	0.2298	0.00119	1.06055	0.03772	0.01955	1.11063	1.11062	0.45421	0.43819	0.00032	0.02382	0.01536	0.06745	0.05446	0.09597	0.00688	0.00322	1.41124	0.00669	0.00603	0.00189	0.00652	0.06524	0.003	0.01762	0.02624	0.00311	0.01009	0.04892	0.01717	0.00876	0.00337	0.06418	0.00133	0.00681	0.02305	0.01844	0	0.00253	0.00444	0.00208	0.00956	0.00132	0.00668	0	0.00385	0.00341	0.11587	0.06928	0.12039	0.00644	0.01571	0.02623	0.11359	0.06049	0.0864	0.01969	0.02569	0.02606	0.02557	0.00534	0.18545	1.37415	0.05554	0.00262	0.30579	0.30866	0.02227	0.01152	0.01333	0.00255	0.01314	0.14541	0.0751	0.03329	0.00236	0.00702	0	4.75993	0.50344	0.00159	0.20562	0.01554	0.00032	0.01429	0	0.0133	0.00129	0.27015	0.00713	0.00847	0.08548	0.02372	1.38992	0.08504	0.02006	0.00234	0.08143	0.02626	0.03744	0.01921	0.01982	0.0035	0.00727	0.03349	0.0026	0.00149	0.04914	0.00232	0.00032	0.02681	0	0.00983	0.0017	0.01102	0.00633	0.12949	0	0.02393	0.00531	0.04972	0.00482	0	0.0328	0.00351	0	0.0305	0.0047	0	0	3.123	0.38199	0.00292	0.0147	0.00083	0.00574	0.03384	0.12166	0.00703	0.01878	0.00112	0.38539	0.02078	0.0358	0.01811	0.02822	0.03846	0.01283	0.00964	0.00824	0.09138	0.02207	1.13108	0.03002	0.0204	0.01789	0.00547	0.03586	0.06625	0.01783	0.02728	0.01483	0.01143	0.04416	0.26103	0.02708	0.03744	0.02535	0.03412	0.05415	0.04139	0.00238
Lachnospiraceae_bacterium_3_2	0.15187	0.15121	0.15164	0.02392	0.03537	0.01937	0.06159	0.21836	0	0.07325	0.0418	0.04929	0.03567	0.03567	0.07461	0.1732	0.04465	0.13013	0.19041	0.02709	0.03182	0.0205	0.00046	0	0.08182	0.78692	0.66343	0.00113	1.53352	0.03021	0.46146	0.06712	0.00912	0.14848	0.02415	0.14982	0.32834	0.0774	0.03947	0.20392	0.04107	0.21706	0.00973	0.15175	0.23425	0.02654	0.0075	0.03329	0.01651	0.07475	0.00431	0.19861	0.01395	0	0.20043	0.15025	0.01099	0.00051	0.07238	0.07688	0.40532	0.07949	0.01416	0.23895	0.00536	0.07833	0.06519	0	0.16835	0.08703	0.1912	0.00886	0.03533	0.68803	0.13213	0.02858	0.0219	0.01803	0.07645	0.01754	0.13176	0.19986	0.05319	0.05391	0.02852	0.13714	0.00959	0.02984	0.04912	0.09	0	0.00505	0	0.01766	0.04918	0.04746	0.10124	0.03452	0.66157	0.08226	0.44995	0.18546	0.18683	0.00389	0.12512	0.03591	0.55182	0.32866	0.18489	0.03261	0.30702	0.14687	0	0.00942	0.04533	0	0.00394	0.07908	0	0	0	0.00283	0.05507	0.01464	0.003	0.52596	0.19132	0.17503	0.01202	0.01129	0.1904	0.00758	0.02286	0.12838	0	0.01	0	0.20872	0.23919	0.01796	0.08309	0.04229	0.02599	0.10261	0.16353	0.06134	0.17135	0.0234	0.11783	0.05647	0.02152	0.10026	0.07946	0.05723	0.1364	0.00914	0.00387	0.00048	0.04358	0	0.02944	0.02914	0.00983	0.0206	0.00332	0.05509	0.06426	0.09963	0.05293	0.25278	0.04561	0.0576	0.01845	0.01258	0.08071	0.04849	0.03703	0.06734	1.65686
Lachnospiraceae_bacterium_A2	0	0	0	0	0.03603	0.00068	0.14073	0	0.03472	0.01689	0	0	0.02115	0.02115	0.01035	0.22506	0	0.00989	0.02911	0	0	0.0684	0	0.00028	0	0	0	0	0	0	0	0.01641	0.01375	0	0.01183	0.00121	0	0	0	0.01513	0	0	0.00027	0.00845	0	0.1373	0.00041	0	0	0	0	0	0.1031	0.04158	0.10612	0.73399	0.10244	0.01435	0.01417	0.01588	0.05769	0.0124	0.04666	0.03143	0.22511	0.05684	0.01351	0.04878	0.12352	0.06205	0.00134	0.00104	0	0.18069	0.00058	0.03545	0.0453	0	0.04488	0.00756	0.02912	0.07066	0	0.72525	0.00669	0.02201	0.0806	0	0.00267	0	0	0.01625	0	0.00233	0.01076	0.00494	0.02948	0.00341	0	0.00091	0.0268	0.15792	0.02693	0	0.06873	0.01891	0.05422	0.17026	0	0	0.60006	0.07506	0	0.10322	0.00543	0.00451	0	0.08159	0.01926	0.05403	0	0.00499	0.06194	0	0	0.4638	0	0	0	0	0.01458	0.0109	0	0.03722	0.01554	0	0.00123	0.24126	0	0	0.00494	0.00745	0.04115	0.18393	0.16344	0.00524	0.00147	0.00956	0.5348	0	0.05751	0	0	0.09735	0.0231	0.01695	0.06856	0	0.01651	0.03026	0.00744	0.03686	0	0	0.00598	0.08155	0.01122	0	0.01222	0.00159	0.02564	0.02613	0.00907	0.00786	0.08984	0.00263	0.05361	0.00745	0.79023
Lachnospiraceae_bacterium_A4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.19881	0	0.08306	0	0	0.05856	0	0	0	0	0.10788	0	0	0	0	0	0.00817	0.04134	0	0	0	0.03222	0	0	0	1.33324	0.50592	1.79526	0.07272	0	0.82986	0	0	0	0	0	0.0713	1.5188	0	1.61429	0.64889	0	0	0.03699	0	0	1.50158	0	0.07662	0.00448	4.14074	0	0	0	0	0	0	0	0	0	0	0	0	0.2441	0	0.61516	0	0.77403	0.00352	0	0	0	0.19948	0	0	0	0	0	0	0	0	0	0.14595	0	0	1.209	0	0	3.30211	0.21923	0.2991	0	0	0.19041	0	0.12861	0.23929	3.75709	0.67172	0.18186	0	0.00924	0.00088	0	2.68296	0	0	0	0	0	0	0	0	0.04571	0	0	0	0	0.00129	0	0.00647	0.62228	0.00129	0.0024	0.00143	0.00186	0	0.09578	0	0	0	0	0	0	0	0.06712	0	0.11233	0	0.09739	0	0	0.45236	0.00022	0	0	0.37309	0	0	0
Lachnospiraceae_bacterium_COE1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02987	0	0.72043	0.26159	0.37374	0.02896	0.00996	0.04349	0.13025	1.13065	0.12142	0.67649	0	0.36637	0.08101	0.01119	1.74251	0.82612	1.1238	0.03337	0.03048	0	1.15967	0.29464	0.16624	0.25153	0.18521	0.84055	1.26377	0.91082	0.02592	0.0904	0.01257	0	0	0.00861	0	0.06904	0	0	0	0	0	0.31304	0	0.01966	0.00505	0.55282	1.47897	0.06656	1.38691	0.15506	0.18183	0.45175	0.83503	1.07937	0.15505	0.06637	0.03658	0.04775	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00019	0	0	0.52978	0.00305	0.19721	0.13579	0.55923	0.0719	0	0.00588	0.20817	0	0.33518	0.06113	0.01774	0.01712	0.51347	0.61289	0.01415	0.0273	0.46107	0	0.45411	0.42492	0.22154	0.35477	0.27514	0.38658	0.14489	0.24344	0
Lachnospiraceae_bacterium_M18_1	0.09421	0.18273	0.10314	0.01178	0	0	0.00136	0.23219	0.00507	0.00093	0.0916	0	0	0	0	0.00081	0.10607	0	0.00193	0.0171	0.00829	0.00218	0.00329	0	0.04268	0.16224	0.28203	0	0.00055	0.02473	0.16691	0	0.00015	0.08032	0	0.00025	0.06698	0	0	0.00156	0	0.18094	0	0	0	0	0	0.23603	0.00055	0.00307	0	0.02975	0.00251	0	0.00093	0.00605	0.0032	0	0.00118	0	0.00254	0.00511	0.02234	0.00049	0.00034	0.00518	0	0	0.00119	0.00063	0.01005	0.00991	0.01622	0	0.00595	0	0	0	0	0.02273	0.00868	0	0	0	0.00475	0.02362	0.09996	0	0.05821	0	0.02259	0	0.03132	0	0	0	0	0.00081	0.02853	0	0.00153	0.01228	0.00549	0	0.00426	0.00294	0.00652	0.00895	0.004	0	0.0075	0.00758	0	0	0	0	0.01808	0.00757	0.02196	0.00132	0	0	0	0	0	0.00033	0	0	0	0	0.0009	0	0	0.0013	0	0	0	0	0.00156	0	0	0	0	0	0	0.00076	0	0	0	0	0	0.00148	0.00477	0	0	0.00031	0.05778	0.01198	0.00174	0.00493	0.00617	0.00231	0.00419	0.00108	0.00591	0.00473	0	0	0.00113	0.053	0.00264	0.01855	0.00364	0.00352	0.00683	0	0.02018	0.00162	0.02813
Oscillibacter_sp_1_3	0.11863	0.36544	0.26352	0.06434	0.34863	0.11419	0.05521	1.05744	0.01523	0.27617	0.08451	0.51003	0.12476	0.12476	0.47639	0.11001	0.11085	0.59994	0.10039	0.28418	0.32703	0.14687	0.07953	0.01363	0.1237	0.27513	0.421	0.04042	0.07773	6.24751	0.08816	0.25026	0.06299	0.10398	0.14569	0.57253	0.21961	0.21566	0.08167	0.11647	0.46547	0.09601	0.06569	0.13953	0.08683	0.14031	0.03252	0.14035	0.16816	0.02227	0.02789	0.02385	0.20433	0.0676	1.04332	0.55728	0.0947	0.0206	0.05435	0.11337	0.05477	0.24692	0.08749	0.8336	0.01397	0.43906	0.06274	0.01734	5.70898	0.87156	3.85749	0.23241	0.06941	0.1839	2.33062	0.06453	0.18559	0.02503	0.20834	0.70286	4.35046	0.07814	0.03034	0.07463	0.0401	3.52971	0.48348	0.02027	0.9699	0.07972	0.08106	0.7469	0.07845	0.18468	0.08477	0.53214	0.06249	0.13825	1.00051	2.80899	3.79816	0.53622	1.45923	0.46553	0.28353	2.47896	0.55206	0.34147	0.21981	0.15482	0.13755	0.26418	0.01693	0.24727	2.96554	0.075	0.09355	0.61074	0	0.28011	0.07866	0.04437	0.12663	0.69564	0	0.34402	0.28513	9.31031	0.17334	0.01871	4.6698	0.03689	0.11593	3.3797	0.33763	0.057	0.00436	0.56685	7.75863	0.07208	1.41389	0.12947	0.15509	0.88199	0.21258	1.07106	1.31598	0.09367	0.10686	0.1365	0.20941	0.86657	1.83703	0.27667	0.58011	0.39148	0.03914	0.10941	0.09042	0.09927	0.84371	0.52317	0.17612	0.07471	0.05707	0.65375	0.45812	1.52794	0.44508	3.03768	0.35536	6.21724	2.10684	1.68775	1.12175	0.38873	0.64865	1.02456	0.72594
Paeniclostridium_sordellii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.93051	0	0	0	0	2.47842	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01056	0	0	0	0	0	0	0	0	0.02957	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Paraclostridium_bifermentans	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.14099	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.06287	0	0	0	0	0.08198	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Romboutsia_ilealis	0.07283	0.08561	0.07061	0.06002	0	0	0.01516	0.01817	0	0.00241	0.05108	0.12879	0	0	0.09976	0.01941	0.02309	0.12818	0.02255	0.21074	0.12986	0.09387	0.00619	0	0.0391	0.00947	0.22168	0.01169	0.05678	0.31929	0.00592	0.0916	0.02538	0.01311	0.12131	0.02705	0.15424	0.01626	0.04655	0.06743	0.02412	0.01245	0.54459	0.00185	0	0.0275	0.03197	0.00778	0.1214	0.00637	0.01773	0.00816	0.22915	0.01344	0.13837	0.04991	0.06246	0.08489	0.00631	0.24501	0	0.12167	0	0.07079	0.00148	0.04811	0.10861	0.02356	0.03598	0.02538	0.09717	0.07396	0.03974	0.03264	0.09099	0.01341	0.12742	0.07419	0.0197	0.05632	0.2365	0.07938	0.01535	0	0	0.0476	0.07189	0.02686	0.10578	0.01295	0.00696	0.08513	0.00423	0.15317	0.00091	0.00266	0	0.04219	0.06808	0.01721	0.05111	0.04917	0.01171	0	0.15371	0.02628	0.00263	0.0088	0.08788	0	0.44919	0.09388	0.01765	0.0413	0.09054	0.02017	0.03264	0.38087	0.00945	0.10766	0.01475	0.08713	0	0.00139	0.00034	0.08613	0.22105	0.06603	0.01902	0.03893	0.0129	0	0.01664	0.04257	0.04292	0.03115	0	0.54291	0.03286	0.00276	0.34974	0.02814	0.2458	0.46388	0.22349	0.06908	0.08244	0.0137	0.11473	0.03085	0.08727	0	0.02652	0.00206	0.0139	0	0	0	0	0.07587	0.01445	0.03599	0.01177	0	0.02304	0.18139	0.00333	0.06377	0.09106	0.11592	0.0296	0.10006	0.03544	0.10082	0.30641	0.12416	0.26156	0.46857	0.36125
Acutalibacter_muris	0.01709	0.02794	0.02745	0.00022	0.00128	0.0006	0	0.13201	0	0.1635	0.01686	0	0	0	0	0	0.00157	0.008	0.00117	0.09109	0	0	0.00086	0.04355	0.01119	0.21946	0.29941	0	0.93853	0.00135	1.50878	0.00944	0	0.50481	0	0.00162	1.17175	0	0	0.00141	0.00017	0.81734	0.00091	0.00139	0.63417	0	0.00107	0.26395	0.01202	0.04484	0	0.08769	0.04791	0	0.53488	0.31147	0.37961	0.52316	0	0.87301	0	0	0.08543	0.76888	0.07958	0	0.14415	0	0	0	4.43176	0	0.33973	0	0	0	0	0	0	0	5.09301	0	0.0697	0	0.24871	0.29338	0.21351	0.04573	0.35212	0	0.05014	0.55195	0.05005	0.10602	0	0	0.78018	0.08802	0.00364	0	0	0.1174	0	0	0.77718	0	0.00033	0	0.35989	0	0.59044	0.10035	0.00111	0	0	0.14119	0	0.84142	0	0.62807	0.00292	0.22583	0	0.07044	0	0	0	0	0.24398	0	0	0.00396	0.0492	0	4.84508	0	0	0	2.67349	0	0	0	0	0	0	0.91024	0.24185	0	0.63336	0	0.06003	0	0	0.83628	0	0.28746	0.03381	0.01716	0	0	0.23954	0	0	0	0.00045	0	0	0.23249	0	0.01108	0	1.62377	0.00047	0.00039	0	0	5.68637	0	0
Anaerotruncus_colihominis	0.00836	0	0.00419	0.00375	0.16625	0.01827	0.00063	0.06727	0	0.07861	0.00472	0.11028	0.0278	0.0278	0.11741	0.00434	0.00201	0.27698	0.11364	0.02919	0.03684	0.08255	0.03058	0.00215	0	0.19344	0.01199	0.03978	0.06604	0.32098	0.09147	0.02714	0.1352	0.07988	0.01859	0.15203	0.08839	0.00561	0	0.16441	0.00084	0.04478	0.04111	0.0336	0.00972	0.05542	0.01443	0.04742	0.13266	0.00237	0.00942	0.00201	0.0054	0.00678	0	0	0	0.02179	0.00569	0.05375	0.00189	0	0.00357	0	0	0	0.01057	0.00108	0.02966	0.02343	0.06084	0	0	0	0	0	0	0.00193	0	0.09503	0.003	0	0	0	0.00272	0.00342	0.02974	0	0	0	0.0712	0.01114	0.00882	0	0	0	0.00307	0.005	0	0	0	0.02736	0	0	0	0	0	0	0	0	0	0.0038	0	0.0019	0	0.01268	0.01185	0	0	0.02598	0	0.00038	0.06499	0.00098	0.04512	0	0	0	0.00213	0.00477	0	0	0	0	0.0375	0	0	0	0	0.01121	0	0.00516	0	0	0	0.05918	0.00318	0.00425	0.00633	0.01201	0.00042	0	0	0	0	0.00769	0	0	0	0	0	0	0.03222	0	0.02244	0.05202	0	0	0	0	0	0	0.01764	0.02006	0	0	0	0	0
Anaerotruncus_sp_G3_2012	14.75247	8.59217	5.05701	6.43103	1.04139	0.51543	0.23848	16.64583	0.11622	1.99573	3.72066	1.0576	1.14566	1.14565	3.22664	0.40458	1.47668	6.55024	1.19659	2.31984	1.13522	3.30789	6.50023	0.20786	8.31665	5.52989	8.41635	0.42607	11.83472	4.69978	7.54471	1.34006	2.03733	8.67534	1.51543	2.09069	8.72428	2.5826	1.21692	3.81144	0.71133	4.33146	1.00846	1.67442	5.42032	1.79535	0.21896	2.79537	1.57707	0.71533	0.63265	1.78559	0.1075	0.01468	3.1419	0.99005	0.46017	0.38783	0.30555	0.86592	1.15921	1.59151	0.38601	0.54153	0.12256	0.73334	0.3699	0.06932	0.68455	0.50476	2.0043	0.37831	0.17925	0.37024	0.72054	0.16594	0.28624	0.12008	0.15815	1.19394	2.05252	0.973	0.03071	0.75124	0.10136	1.87236	6.13018	0.02273	0.99106	0.77863	1.8334	0.35496	1.06901	0.54922	0.14167	2.13233	0.95434	0.40835	2.0532	0.93799	0.86283	3.59122	1.19877	0.26797	0.3324	1.17369	0.43541	3.67673	0.46568	0.48925	0.18956	1.64141	0.22863	1.08618	1.5261	0.34816	0.19458	1.76598	0.08329	1.98546	0.09142	0.86115	0.88471	0.22852	0.26167	1.34724	2.54914	6.22375	0.67144	0.22501	2.94821	0.72985	0.17044	4.28894	1.56913	0.21961	0.00527	6.77432	4.27716	0.79658	4.3614	0.46062	1.1777	6.13785	1.55546	0.91977	0.6312	0.31848	1.42399	1.5532	0.69559	0.07334	0.06369	0.32799	0.32272	0.27382	0.12534	0.03601	0.18543	0.24047	0.55228	0.2162	0.48193	0.07921	0.376	0.55996	0.07195	0.90069	0.22205	0.48911	0.13177	0.41115	0.63749	0.23844	0.16184	0.19084	0.21225	0.22988	0.13968
Flavonifractor_plautii	0	0	0	0	0.00964	0.00634	0.00479	0	0.02446	0	0	0	0	0	0	0.00224	0	0.00653	0.02513	0	0	0.01951	0	0.00471	0	0	0	0	0	0.02303	0	0.01177	0	0	0	0	0	0	0	0.06438	0	0	0	0	0	0.01005	0	0	0	0	0	0	0.06203	0.21698	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02235	0	0	0	2.10705	0	0	0	0	0	0	0	0.01103	0	0	0	0	0.28019	0	0	0	0	0	0	0	0	0	0	0.00552	0.01234	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01301	0	0	0	0	0	0.04543	0	0	0	0	0	0.32146	0	0	0	0	0.02435	0	0	0.00208	0	0	0.14984	0.85295	0	0	0	0	0	0	0	0	0.0056	0	0	0.09102	0	0	0.00362	0.01322	0	0.00033	0.06194	0	0.02391	0.02542	0.09088	0	0.02442	0.0472	0.04602	0.03969	0	0.01149	0	0.0088	0	0.02758	0.03338	0	0	0	0.02048	0	0	0
Harryflintia_acetispora	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01114	0.00477	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pseudoflavonifractor_capillosus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Clostridium_methylpentosum	0.01283	0.02898	0.01514	0	0.01335	0.02566	0.00472	0	0.00104	0.00414	0	0	0	0	0.00084	0.002	0	0.00156	0	0.00029	0.0355	0	0	9.00E-05	0.01083	0.02257	0.02756	0.01518	0.02546	0.0182	0	0.00958	0.00298	0	0.02459	0.00446	0	0.0034	0.01596	0.01753	0.01073	0	0.00647	0.02279	0	0.00716	0.01475	0	0.02779	0.00754	0.0139	0.0217	0	0.00015	0	0	0	0	0.00395	0	0.00194	0	0.00089	0	0.00271	0.02051	0	0	0.014	0.00989	0.00421	0.00656	0	0.02105	0.01514	0.0041	0.00626	0.01916	0.0042	0	0.02412	0	0.00444	0	0.00886	0	0.00412	0.00505	0.0008	0.00698	0	0.00509	0.00148	0.00283	0.01608	0.00033	0.00871	0.01907	0.01955	0.00621	0.0089	0.02317	0	0.00199	0.02221	0.00263	0.00221	0.00303	0.02038	0.00066	0.03822	0.04697	0.0007	0.00372	0.01125	0.00095	0.0033	0.00053	0.00306	0	0.00016	0.00265	0.00513	0.00618	0	0.00171	0.006	0.00543	0	0.00645	0.00494	0.007	0.01049	0.00869	0	0.00735	0.00011	0.0698	0.02489	0.0201	0.00498	0.00707	0.0054	0.01193	0.03325	0.01864	0.01751	0.00655	0.04734	0.0297	0.03063	0.00089	0.04242	0	0.06212	0	0.00386	0.00874	0.00667	0	0.02054	0	0	0.00293	0	0.00497	0.00916	0.00452	0.0146	0.04549	0.01372	0	0.00189	0.00357	0.02088	0.01108	0	0.00685	0.02934
Ruthenibacterium_lactatiformans	0.00436	0.11299	0	0.00872	0	0	0	0	0	0	0.08719	0	0	0	0	0	0	0	0.00326	0.00045	0	0	0	0	0.04263	0	0.13846	0	0	0.08856	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01791	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00744	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0765	0	0	0	0	0	0	0.03814	0	0	0	0	0.00607	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
