clade_name	WT_M_14w	WT_M_14w	WT_M_22w	WT_M_22w	WT_M_14w	WT_M_14w	WT_M_14w	WT_M_14w	WT_M_14w	WT_M_22w	WT_M_14w	WT_M_22w	WT_M_14w	WT_M_22w	WT_F_22w	WT_F_22w	WT_F_14w	WT_F_22w	WT_F_14w	WT_F_14w	WT_F_14w	WT_F_22w	WT_F_14w	WT_F_22w	WT_F_14w	WT_F_14w	WT_F_22w	WT_F_22w	WT_F_14w	W_M_22w	W_M_22w	W_M_14w	W_M_14w	W_M_14w	W_M_22w	W_M_14w	W_M_22w	W_M_14w	W_M_14w	W_M_22w	W_M_14w	W_M_22w	W_M_14w	W_M_22w	W_M_22w	W_F_14w	W_F_14w	W_F_22w	W_F_14w	W_F_22w	W_F_14w	W_F_14w	W_F_22w	W_F_14w	W_F_22w	W_F_14w	W_F_22w	W_F_22w	W_F_14w	P_M_22w	P_M_14w	P_M_22w	P_M_14w	P_M_14w	P_M_22w	P_M_14w	P_M_14w	P_M_22w	P_M_22w	P_M_22w	P_M_14w	P_M_22w	P_M_14w	P_M_22w	P_F_22w	P_F_22w	P_F_14w	P_F_22w	P_F_14w	P_F_14w	P_F_14w	P_F_22w	P_F_14w	P_F_22w	P_F_22w	P_F_14w	P_F_14w	P_F_22w	P_F_22w	C_M_22w	C_M_14w	C_M_14w	C_M_22w	C_M_22w	C_M_14w	C_M_22w	C_M_14w	C_M_14w	C_M_14w	C_M_22w	C_M_14w	C_M_22w	C_M_14w	C_M_22w	C_F_22w	C_F_14w	C_F_22w	C_F_22w	C_F_14w	C_F_14w	C_F_14w	C_F_22w	C_F_14w	C_F_14w	C_F_22w	C_F_14w	C_F_22w	B_M_22w	B_M_14w	B_M_14w	B_M_22w	B_M_14w	B_M_22w	B_M_22w	B_M_22w	B_M_14w	B_M_22w	B_M_14w	B_M_14w	B_M_22w	B_M_14w	B_M_22w	B_F_22w	B_F_14w	B_F_22w	B_F_22w	B_F_14w	B_F_14w	B_F_22w	B_F_14w	B_F_14w	B_F_22w	B_F_14w	B_F_22w	B_F_14w	B_F_22w
Neisseria_elongata	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1746	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Neisseria_flavescens	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	638	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Neisseria_subflava	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	97	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Desulfovibrionaceae_bacterium	0	0	1381	0	0	12062	16024	16024	13255	1281	0	695	0	11590	2231	7815	0	8495	0	0	0	0	0	0	0	0	0	0	0	366	103284	0	0	0	0	0	0	0	0	0	0	0	0	54	18909	0	0	0	0	0	0	0	0	0	0	0	744	0	0	0	0	220	4825	3111	0	5114	0	53	108	0	0	0	0	0	108	1324	0	0	0	0	0	53	0	0	105	0	0	0	105	320	0	0	143499	53	0	738452	0	0	0	476	0	0	0	0	0	0	0	316	0	0	0	0	0	0	213	0	0	0	0	0	0	0	0	0	0	0	211	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Helicobacter_hepaticus	0	0	79	0	0	0	0	0	0	0	0	0	0	78	73	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	832	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	79	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	554	0	0	0	0	73	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Helicobacter_japonicus	0	0	1224240	238591	0	0	0	0	0	1187825	0	733806	0	2565348	5626569	0	0	3384214	0	0	0	1255356	0	3206	0	0	82	6631	0	2256	5483912	0	0	0	0	0	0	0	0	1025	0	794	0	0	2983449	0	0	734	0	0	0	0	0	0	0	3133	0	0	0	428501	0	111793	0	0	622574	0	0	345291	1266695	415528	0	0	0	632256	0	0	0	0	0	0	0	0	0	340	0	0	0	0	0	1524531	0	0	1381156	1529459	6029333	372829	0	0	0	336	0	160682	0	844548	0	0	0	2647	0	2346	0	421	0	0	4331	0	0	280	0	0	5388	0	0	868	4249685	0	2014100	0	0	6750265	0	2776873	0	0	0	36986	0	0	0	0	0	2829	0	610292	0	562517
Helicobacter_typhlonius	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	6369	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Enterobacter_bugandensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9998	0	0	0	0	0	0	0	0	0	0	0	0	1084	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6522	0	0	0	0	0	3137	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9602	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Enterobacter_cloacae_complex	0	0	0	2049	0	0	0	0	0	4430	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2311	0	0	0	0	0	0	0	0	0	0	2298	6486	0	302399	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	128	0	0	1657374	0	159750	0	1754	0	0	0	0	0	0	0	0	29860	0	0	35500	0	0	0	0	0	368240	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1202	0	0	0	0	2928	0	0	0	0	0	0	0	0	91534	0	0	0	0	0	0	0	0	0	0	0
Escherichia_coli	0	0	0	6323	0	0	0	0	0	6882	0	0	0	0	153439	5263	3757	0	53386	242030	79646	23514	103792	2150	0	0	0	5300	0	3200684	4805003	1069	0	5380	1917432	0	21248	0	0	10532	3536	0	0	46966	1419798	57760	0	0	374	24072	0	0	8730	0	0	0	0	0	0	237669	0	2587302	16023	348	397630	0	54898	3429978	53919	6647020	1996	0	12369	2152763	0	3478	0	0	0	7870	319251	0	0	7666	1460	4647	60771	1925562	0	631491	4750	0	95379	1616716	0	1163	0	0	0	2055757	2161	4914639	0	2011	23059	8472	5142203	235160	0	12875	0	0	1496	1024	296226	1613	93568	257351	0	5086	2244946	0	10039331	2052669	0	452	208249	256269	0	0	4274925	0	358	0	0	1470	739	0	0	0	0	0	10114	0	0	193883
Klebsiella_michiganensis	0	0	0	0	0	0	0	0	0	0	0	815	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pantoea_ananatis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	628	0	0	0
Rodentibacter_heylii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4124	8796	0	0	36345	8720	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3099	0	0	0	0	918	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Acinetobacter_johnsonii	0	180	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3317	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Psychrobacter_pasteurii	0	0	20308	7771	2794	0	0	0	0	19645	0	2050	0	21489	242	22964	0	0	0	432	0	0	7472	236209	0	0	161798	34948	0	10525	1954	0	0	0	0	0	41235	0	0	7888	0	0	0	5454	385	0	0	355	0	1244	0	0	2064	0	0	0	762	6712	0	0	0	0	0	0	239	0	0	0	0	0	0	543	0	0	63	0	0	0	0	0	0	44191	0	1978	4991	0	0	10103	418	0	0	0	0	7120	0	0	0	0	0	1963	0	0	0	0	540	0	295	21956	0	0	0	13293	0	0	35673	0	53876	51041	0	0	10858	955	0	7262	1138	238	299	0	0	0	0	0	189	0	0	72546	0	0	15275	0	0	181	0	0	0	20431
Psychrobacter_piechaudii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2780	0	0	1964	112	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	577	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	336	590	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	346	0	0	0	0	0	0	0	0	0	115
Xanthomonas_sacchari	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	285	0	1518	0	0	0	0	0	0	0	2482	3939	466	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2835	0	2524	142	1646	0	5462	3075	2292	673	1233	1132	0	422	0	0	1781	0	6570	1377	6576	0	0	784	2983	2116	0	2245	0
Fretibacterium_fastidiosum	0	154	0	0	315	140	157	157	0	0	140	472	149	185	0	299	0	0	599	0	449	483	0	0	0	161	268	153	0	0	0	0	153	0	0	0	0	0	771	0	0	0	157	0	0	157	157	0	315	0	0	0	0	0	0	0	315	0	157	0	0	0	473	788	0	157	0	0	157	0	0	0	0	0	0	0	157	630	0	0	0	0	0	0	0	0	0	0	0	161	161	0	140	0	140	0	299	599	150	153	0	0	140	0	299	630	0	161	617	157	473	0	170	157	0	0	0	0	0	0	0	0	472	0	0	0	0	0	0	161	0	293	161	0	0	0	0	0	0	0	0	0	0	0	0	0
Akkermansia_muciniphila	153727	3818818	1427	32058732	250271	187	1978004	1978034	0	19463	0	6877	615410	1920	5722492	1069626	4601	869	2855514	14446	335238	69635	804006	19438	4805	213552	33	85531	1331023	1560	1789595	358654	369294	10712	736	6626979	0	1878534	611782	571896	696438	949718	5271	186	9543118	1042014	5969751	25924	3575341	2040801	62261	51535	79472	4881846	8651862	20054	820257	8883	928	16600928	191748	9521203	3635580	353423	20161880	7325615	1824175	6409651	658119	10588585	7337094	2288771	6558444	5474	29938	280092	4500104	62079	1675617	279057	1923117	241521	0	5020425	948089	902741	4702047	149270	310317	436745	19540	0	0	10092	0	0	45130	401447	649	7860993	609907	355182	0	1455256	4456	37465	1715284	2518757	2630	1311	11345	459	895167	340877	2434337	1943212	195660	5786	23172	13911	256474	1343	2849753	3224183	10414593	134910	905918	221	13086	173398	15538215	12857107	4394	2587657	17498	79527	516038	1483636	1386	4065	10857	5427	1415788	2471	72191	751491
