clade_name	WT_M_14w	WT_M_14w	WT_M_22w	WT_M_22w	WT_M_14w	WT_M_14w	WT_M_14w	WT_M_14w	WT_M_14w	WT_M_22w	WT_M_14w	WT_M_22w	WT_M_14w	WT_M_22w	WT_F_22w	WT_F_22w	WT_F_14w	WT_F_22w	WT_F_14w	WT_F_14w	WT_F_14w	WT_F_22w	WT_F_14w	WT_F_22w	WT_F_14w	WT_F_14w	WT_F_22w	WT_F_22w	WT_F_14w	W_M_22w	W_M_22w	W_M_14w	W_M_14w	W_M_14w	W_M_22w	W_M_14w	W_M_22w	W_M_14w	W_M_14w	W_M_22w	W_M_14w	W_M_22w	W_M_14w	W_M_22w	W_M_22w	W_F_14w	W_F_14w	W_F_22w	W_F_14w	W_F_22w	W_F_14w	W_F_14w	W_F_22w	W_F_14w	W_F_22w	W_F_14w	W_F_22w	W_F_22w	W_F_14w	P_M_22w	P_M_14w	P_M_22w	P_M_14w	P_M_14w	P_M_22w	P_M_14w	P_M_14w	P_M_22w	P_M_22w	P_M_22w	P_M_14w	P_M_22w	P_M_14w	P_M_22w	P_F_22w	P_F_22w	P_F_14w	P_F_22w	P_F_14w	P_F_14w	P_F_14w	P_F_22w	P_F_14w	P_F_22w	P_F_22w	P_F_14w	P_F_14w	P_F_22w	P_F_22w	C_M_22w	C_M_14w	C_M_14w	C_M_22w	C_M_22w	C_M_14w	C_M_22w	C_M_14w	C_M_14w	C_M_14w	C_M_22w	C_M_14w	C_M_22w	C_M_14w	C_M_22w	C_F_22w	C_F_14w	C_F_22w	C_F_22w	C_F_14w	C_F_14w	C_F_14w	C_F_22w	C_F_14w	C_F_14w	C_F_22w	C_F_14w	C_F_22w	B_M_22w	B_M_14w	B_M_14w	B_M_22w	B_M_14w	B_M_22w	B_M_22w	B_M_22w	B_M_14w	B_M_22w	B_M_14w	B_M_14w	B_M_22w	B_M_14w	B_M_22w	B_F_22w	B_F_14w	B_F_22w	B_F_22w	B_F_14w	B_F_14w	B_F_22w	B_F_14w	B_F_14w	B_F_22w	B_F_14w	B_F_22w	B_F_14w	B_F_22w
Prevotella_sp_MGM1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	316610	180505	0	335980	0	138599	0	365463	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Prevotella_sp_MGM2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	317639	0	0	0	0	0	0	0	0	0	0	0	0	0	3172373	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Alistipes_indistinctus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50004	0	0	0	0	0	0	0	0	0	0	0	0	0	47681	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26009	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	127875	0	0	68437	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Alistipes_shahii	0	0	0	0	0	0	0	0	0	0	0	5970	0	0	0	551	0	0	0	0	0	0	0	0	0	0	0	0	0	0	425	0	0	0	0	0	0	0	0	0	0	796949	0	0	3222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1797	0	677	0	0	2092	0	0	1527	0	444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2381	0	0	3057	0	0	206	0	0	0	0	0	660	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1208	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Alistipes_timonensis	0	0	0	0	0	0	0	0	0	0	0	165224	0	0	0	9952	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15526	0	0	0	0	0	0	0	0	0	0	0	0	0	40694	0	0	0	0	0	0	0	0	0	0	0	0	0	0	84831	0	73654	0	0	87358	0	0	43660	0	26015	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	224881	0	0	74342	0	0	36037	0	0	0	0	0	15854	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	79736	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Parabacteroides_distasonis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	80972	0	0	0	0	0	0	0	0	0	0	0	0	0	277605	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9580	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	284884	0	0	220110	0	0	0	182384	398751	0	0	0	0	0	4014400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Parabacteroides_goldsteinii	443654	244016	1854927	4769324	394090	659918	218526	218526	280075	1160266	111846	87869	333713	296629	782218	377278	407000	445338	444577	626118	1529894	680339	2180023	1587194	443396	1024370	1242307	305528	1960446	438727	151775	1122985	1865510	1019704	3433008	2089691	917567	1018383	2058454	1361870	2006585	77812	2391044	866070	112205	3777714	2726552	2830061	18146379	2501732	3476868	5372298	2001572	6939058	7043193	6630077	1231591	546891	5296977	638233	4024060	70095	2253428	7989573	656034	1769714	3903030	6562284	4377959	7389818	4498841	12714	1650980	9891413	981188	892	2657881	771174	3535178	3889789	6881616	2904127	2544750	2587943	5452609	651196	1531508	1831998	2419459	692061	1857052	629511	190419	1384678	409032	46551	2074549	1063066	673468	2191149	672614	512015	1520925	5043670	788164	216785	9268755	1746038	169072	1172662	1494608	421334	3188269	1930455	1585691	2063200	2968577	4506565	13350408	6202418	2374072	3935416	10757341	3362962	1446733	5327715	1913020	6943997	7601152	621905	4611019	4374258	507472	1137583	2554913	1068364	463359	1083636	356655	570925	299770	553978	1059017	257052	1037646	1051732
Parabacteroides_johnsonii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15417	0	0	0	0	0	0	0	0	0	0	0	0	0	41992	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2008	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25698	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2367	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Parabacteroides_merdae	0	0	0	0	0	0	0	0	0	0	0	2312363	0	0	0	0	0	0	0	0	0	0	0	3685	0	0	0	0	0	0	869609	0	0	0	0	0	0	0	0	0	0	946622	0	0	322255	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	379941	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1684	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Capnocytophaga_leadbetteri	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	114	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sphingobacterium_paucimobilis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19517	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mucispirillum_schaedleri	17741	108264	530069	95927	1657117	832568	3934144	3934096	1034415	636040	234462	771649	31066	1107201	0	0	115506	7770	145446	538290	15276	8543	57469	1837606	53486	998119	131268	305034	15892	100422	3397939	118035	5585	0	114255	2708	208619	88228	1696153	627473	153	1696412	20768	482270	969596	1204038	609709	129	99	0	0	0	105033	2767	68207	8479	15650	0	0	2300	522041	61971	81320	246386	2781	66823	29165	96204	501086	35708	34208	27817	0	1107203	428732	0	333669	127	117872	144854	1269	103	10257	7616	0	0	0	24971	0	0	8597	34545	5452	292124	16238	592845	718930	327644	1152887	0	162100	34669	182673	95122	247859	757814	11062	13277	78465	152719	267032	2110	1407212	253	8640	44239	54447	210382	0	270	0	132368	0	0	50584	0	0	0	0	0	1668	0	846638	200437	216172	95402	733880	154080	1744175	1256584	238738	239779	130213	240905	83708	23796
Jeotgalicoccus_halotolerans	0	0	0	0	0	0	0	0	0	318	0	0	0	1424	0	394	0	0	0	0	0	0	0	4013	0	0	2362	0	0	0	581	0	0	0	0	0	2146	0	0	66	0	0	0	2662	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	321	0	0	0	0	0	317	0	265	0	0	0	1482	0	0	0	0	0	2645	0	0	0	0	0	0	0	0	0	128	0	0	0	0	0	0	0	326	0	0	0	0	646	4570	0	0	0	0	0	1729	0	0	0	0	0	0	0	0	0	0	0	2047	0	0	0	0	0	373	0	0	0	2439
Staphylococcus_lentus	0	0	118	0	0	0	0	0	0	507	0	0	0	5558	741	13643	0	606	0	0	0	1717	171	273250	0	0	160112	41246	0	0	3695	0	0	0	0	0	3285	0	0	335	0	0	0	1499	0	0	0	0	0	0	0	0	330	0	0	0	3036	5989	0	0	0	0	0	0	0	0	0	857	0	0	0	455	0	0	0	0	0	0	0	0	0	16551	0	0	1636	0	0	69314	0	0	0	0	0	8256	0	0	0	0	0	7591	0	0	0	0	179	0	0	26910	0	0	0	15241	0	0	15174	0	49210	0	0	0	0	0	0	281	0	0	0	0	0	0	0	0	0	0	0	97890	0	0	6350	0	0	1414	0	512	0	73417
Staphylococcus_nepalensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	372	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Staphylococcus_saprophyticus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1013	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Staphylococcus_sciuri	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	578	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2340	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Aerococcaceae_bacterium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16242	0	0	16852	3707	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	484	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7268	0	0	269	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	436	0	0	0	1584	0	0	317	0	16477	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39976	0	0	1433	0	0	0	0	0	0	20118
Aerococcus_urinaeequi	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	718	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	150	0	0	0	0	0	0	0	0	0	0
Enterococcus_faecalis	0	0	0	0	0	0	0	0	0	0	1172	1118	0	0	4552	0	0	0	272	2574	0	0	4715	1210	0	0	0	0	0	28724	2248	3672	81	44442	19543	0	465	0	0	21948	0	47547	0	1749	7466	0	0	0	0	2925	0	0	0	0	31645	0	0	0	0	1111	12998	82032	0	0	9754	0	0	10094	22366	67416	0	487	0	81859	0	0	0	0	0	0	0	18627	0	2194	3667	0	0	75812	0	0	0	0	11269	579148	0	119	677	1526	229	634	0	183619	0	234641	0	0	16442	4725	0	2089	0	0	0	0	2739	0	2761	0	0	0	20208	0	36309	6140	38931	3221	0	1289	4066	0	2696	0	0	0	62554	10989	1194	0	0	0	0	0	0	0	0	54831
Enterococcus_gallinarum	0	598	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	797	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3060	0	0	0	6284	0	0	0	1894	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1187	1418	0	0	0	0	0	0	1714	0	0	0	124685	0	0	0	27483	0	0	0	0	0	0	35946	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8145	0	0	0	0	0	0	0	2100
Lactobacillus_intestinalis	0	0	0	0	0	0	0	0	0	0	9007	688	0	0	0	0	0	0	0	0	0	0	0	0	311	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22937	4491	0	22268	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1937	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	848	0	0	0	0	0	0	0	0	0	875
Lactobacillus_johnsonii	117631	112980	2030382	360503	38158	66146	39673	39673	6549	2795244	17203	971240	28407	911719	97514	89736	0	982888	0	0	0	0	0	388026	37440	6183	1324784	881038	0	70293	3117	124870	319234	3279793	403574	1272288	172569	354303	595	34135	591083	55914	2840948	1157781	25372	1062491	803903	198870	75490	18863	0	1600	194592	878399	202419	1385946	52437	268487	3011878	30421	0	0	125518	27838	48226	136520	38458	0	297352	0	249574	121	131739	494938	328154	15036	289993	60618	886794	62922	196695	317642	0	57157	293921	0	0	0	58748	1011313	1360	23261	241481	595231	75151	106552	0	1617	0	190569	0	0	18568	1145021	17545	5638	404327	188982	0	0	0	220670	103778	17084	164434	8677	291511	566868	175586	1745340	404948	411171	13388	139360	32329	518418	272318	251635	544052	62190	13134	86245	199193	616164	779087	352827	0	207205	115498	70549	146721	558209	13137	212302	172033	116454
Lactobacillus_murinus	40326	53569	96014	1065860	20328	42284	1903	1903	23739	92750	145270	790373	244754	40585	31304	72924	37263	48276	223398	1911068	2570898	126037	2012402	738697	19814	13208	106456	57175	12167	5945	6849	828819	4126578	3877339	11505	74144	133039	17826	4567645	4973	22409	6249	260864	166409	25494	13786	386039	3989	66051	1325	21929	182617	11254	25064	9300	16198	1184	6428	23562	28240	2484	3748	95026	36010	83971	186667	26693	368521	4364	632669	12509	22734	4889	7142	3473	15270	9657	5061	31283	16172	73691	74605	47989	45998	110705	2795	0	451417	17192	23298	17300	45686	106214	80185	33399	1976	176438	211898	12265	51108	416387	48790	28743	68544	69365	24364	12479	48328	28333	133071	22629	223815	209601	35025	36820	34303	61684	22534	12647	69035	20377	38773	998	25891	29478	26724	15708	21827	11645	12101	1722	20027	45309	11980	10197	94048	9747	23655	10833	4289	13247	61284	7815	18401	100638	54837
Lactobacillus_reuteri	0	0	0	0	16500	0	0	0	0	0	16230	21762	0	0	25435	7505	5148	255699	0	0	0	9958	0	109072	3139	0	420182	194096	3866	36185	7499	7233	971	40234	86051	0	38550	0	0	11795	0	41952	0	309000	12042	0	0	25294	0	5625	0	0	94817	62411	50523	0	14540	39919	199352	1618	0	0	9884	1010	4040	8610	0	1714	43978	0	0	0	0	65293	0	2904	6185	0	17787	6222	26636	5938	0	7181	11009	0	0	4810	0	286138	0	0	35068	0	0	2790	0	0	0	36448	0	0	0	167810	0	532	182950	47370	0	0	0	0	0	6582	43790	0	46780	71787	0	0	113486	0	2622	161145	35336	0	56300	0	0	4200	0	14628	59887	0	0	66441	0	69767	0	0	0	80410	0	31451	63577	49416
Lactobacillus_taiwanensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100092	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lactobacillus_vaginalis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6485	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Clostridium_bolteae_CAG_59	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16818	0	0	0	0	0	0	0	0	0	0	0	0	0	0	458	464	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3119	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2644	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Clostridium_perfringens	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2148577	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Clostridium_sp_ASF356	0	0	0	134	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46	0	0	880	0	0	136	316	361	734	89	46	504	1732	584	496	0	1173	441	633	309	679	318	0	0	136	0	0	181	0	0	183	93	0	92	138	2030	139	78971	91829	306	9292	764	33188	0	9421	180	0	185	0	0	0	0	219	0	0	0	0	0	0	0	46	0	46	0	464	181	0	0	0	0	0	0	0	46	185	0	0	440	0	0	0	0	186	0	0	0	0	0	0	0	0	0	404	46	0	0	277	186	183	0	0	46	0	265	454	47	405	0	0	0	0	225	277	230	0	45	138	0	584	270	618
Clostridium_sp_ASF502	14855	3944	97301	0	5133	8370	578	578	5137	194187	9026	13302	619	92233	2240	29477	2144	66515	3059	2239	704	65172	715	7049	7582	0	2551	3962	4622	4010	6387	10059	21704	30788	0	17585	4144	20690	28685	5019	14603	19563	19291	956	0	13374	9918	16157	86247	11397	33424	34447	476	3891	0	5483	39367	13642	10867	0	11385	8524	8241	28829	0	10250	0	3329	827	1349	22083	8494	2344	7327	5936	125628	11082	13568	20333	25165	9937	49421	26692	16718	20888	55663	5564	30193	5585	2672	3156	10723	10654	3285	28316	0	73303	11658	10665	0	13356	570	23928	2207	9356	13187	10043	0	10311	7988	4721	4864	40487	5567	0	1196	10640	30356	84190	144025	10127	18475	43694	14712	12743	63459	31469	52491	13696	150039	20580	113607	39709	80560	24777	112505	179641	39401	104518	82228	103735	18453	32851	28925	68047	45151
Intestinimonas_butyriciproducens	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45132	0	0	0	0	0	0	0	0	0	0	0	0	0	9280	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Anaerofustis_stercorihominis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2017	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eubacterium_plexicaudatum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4391	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2118	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eubacterium_sp_14_2	1146	1629	3163	0	31332	895	482	482	0	6087	7217	8409	681	11670	2474	65722	1279	6452	403594	9446	32438	166538	6352	1050	102	10555	754	0	13260	978	0	500068	370717	779913	1295	351	5396	3631	2131	0	3955	0	648125	29071	3175	38878	10456	2155	4346	0	1843	2076	3491	2673	157	42869	6178	744	1867	0	0	0	5578	117792	0	22252	38170	0	205	3003	33074	6988	954	3218	343	0	33308	3414	22736	208	0	2570	0	3450	1857	3567	266	3435	1535	0	20523	1310	174679	0	7446	0	0	0	0	0	2710	0	2116	0	0	59533	84543	4564	35042	25537	9174	1331	1963	12268	2735	3308	1613	0	888	2197	434	1704	0	9904	0	110482	0	19858	18678	0	0	0	207	0	7527	726	0	0	4069	301	1244	247	0	0	0	2913
Acetatifactor_muris	427	1902	22187	3005	22155	0	5427	5427	2010	33438	10623	19057	22443	11138	2391	19639	23074	5604	7420	0	0	127718	0	833	17741	15259	4360	166	3318	0	110338	72288	53502	140584	7807	20774	11228	16202	11399	2658	23271	3284	18944	12421	24808	7129	7379	43833	26048	2854	14706	15008	2183	3988	6817	1753	51642	22723	34055	0	45344	0	47686	2424	0	3630	4122	259	8963	0	6971	1394	22834	907	6066	19522	49290	47978	58551	673	0	3149	6333	8118	15826	4222	876	14629	12266	0	60927	29419	11136	1796	31606	0	5558	60945	1256	0	5348	0	7670	241	0	2384	556	0	1074	257	665	827	3064	1365	0	8066	0	8090	80	7612	890	4067	11494	2994	11145	4136	1799	4006	1450	4591	10207	10985	6673	0	0	250	3861	4620	6925	12194	14073	2053	3182	8505	3008	173
Dorea_sp_5_2	671008	269115	487591	27340	293872	394654	328618	328618	683550	660240	777534	692855	475197	425682	291552	1667731	222124	392754	61153	337636	215086	1116303	121738	325429	131173	49837	219327	479219	451559	44937	1918	181934	241630	631000	33106	299052	24382	599396	224317	51737	199574	479946	386456	63824	1059	419149	358465	337049	62951	104234	158050	279199	35197	87631	41271	90606	244242	147933	129781	11029	392455	1537	162601	116723	12351	119556	44215	4867	15106	8573	17223	28412	39053	20135	68630	164796	362625	485423	1112487	521088	243992	255695	172552	82241	203493	1045449	151281	37043	210037	345880	566574	155917	21685	159521	491802	0	1273558	1111789	1088548	202179	2193733	123302	672349	161816	96521	1400246	41531	180397	80774	48196	161614	834422	653814	32008	121305	216711	241691	13872	110425	194942	13807	51952	19817	145742	74310	96554	25695	105947	37362	40146	88733	45223	49519	250835	30154	111114	161344	140631	163339	191777	114422	37143	57638	48683	103425	49659
