B	C	WT
Agpat3	38.7003649427413	37.7708649216141	36.8627053012583
Slc26a3	1941.50660363268	831.785951088566	1966.38584090246
Sema6b	0.581392570921395	0.580214678542899	0.520148096820537
Uhrf1	75.1457149435479	75.1975356182212	77.7142004534604
Dpp9	2.69658888458245	2.79660252464272	2.50498281080932
Ramp2	23.3032539584339	22.1409499865129	20.9520698118894
Lsr	3.06965958436293	3.73491345477528	3.47509868150773
Gramd1a	58.4595691127407	63.7914749718976	54.0894835147453
Hpn	15.9161846253377	20.3322710619967	17.3213054796722
Gabrg1	0.00468126000492433	0.00195534705700445	0.00341712008486629
Ckb	144.284621381016	123.009865611974	149.44826535146
Sp1	284.113458163483	275.324142089735	253.830599195687
Itgb7	19.5468069883054	31.8547445023579	24.1662516692431
Myg1	37.3524090106625	41.6330758682817	41.2005469493587
Rarg	22.3562663748323	24.0775846643843	18.2016073687121
Pfdn5	103.402133098814	117.683366945287	121.57704341313
Efnb2	43.9547943751708	38.2166560276049	45.2368177542633
Rrp15	0.548195203956506	0.589412503139336	0.588176723647566
Rnd2	2.22379190428222	2.21980596765165	2.73668159974466
Srr	3.11351566081251	3.14595817135243	3.11515893585946
Sync	0.139608611807562	0.113853423340427	0.1102268198458
Fndc5	1.75681801091631	0.890003652757763	1.37763032883897
Acp5	52.4784655742503	69.4222418371758	63.3187171842148
Cnn1	260.826724282763	137.683899204101	229.880417538166
Fbxo9	88.6027203234826	88.8878455924184	84.390264703729
Vps50	13.0454520139204	11.2688526669586	11.9403772600846
Hars	15.8136136128244	15.7718007472739	16.1221750599586
Zmat2	47.7176545693142	48.6974249681081	53.1289689211892
Ube2c	15.187546172206	17.4448503866031	14.3102883869681
Smg5	222.111792624238	224.689095495621	196.528767807451
Cct3	183.743854037669	201.285224191535	188.402987989192
Glmp	200.881418689442	212.832073711675	199.488878823147
Mef2d	265.811743119453	259.641305946928	249.592990710741
Tmem79	4.27131640439974	4.0695945633361	4.00854991355216
Snd1	45.6977329561581	44.3099589013063	42.8120921389462
Col18a1	8.70409252764558	7.72679736108088	6.95654533034212
Slc19a1	6.02368317604863	6.89228814886795	5.71711918332146
Kpnb1	261.248551129718	267.845345641385	255.373600566862
Npepps	99.7116845880193	113.966184262001	98.7197142836267
Tbx21	0.0893130504009648	0.120705520761762	0.0744089907852192
Mrpl10	9.98064694111284	11.4920042403208	10.4277987380427
Cyp51	89.4657510062746	57.7305687017786	86.5562064862244
Tcf25	224.441998685922	207.134146568288	199.354832443709
Tubb6	3.53016298190576	3.5162209468597	3.75913514218651
Def8	3.93545359820684	4.15368725411237	3.99121866321873
Meox1	0.352660911728581	0.407280319150706	0.338692345172561
Sost	0.00462947924159547	0.00604022498390884	0.0115119708122365
Nkx2-1	0	0	0
Pax9	0.00401314472783028	0.0036431956944674	0.00377045992053578
Irx2	0.0145173161554874	0.0659335929317217	0
Col1a1	234.345207626944	254.925355508588	175.547655217806
Itga3	42.2613412723177	40.4849673812293	37.7234612511399
Sgca	1.81031781481517	1.04032560980495	1.25509704984162
Dlx3	0.0286512288638509	0.055937757471529	0.0376923211683591
Foxm1	15.223973759823	13.6254741665794	12.4959229853002
Itfg2	40.6197793889647	45.7905558061203	42.7536727647968
Nrip2	0.266082405420406	0.263505172525467	0.22668977521881
Tulp3	4.49091913993047	4.44805479910862	4.36818056897763
Gtf2h4	14.502365243074	15.8967451017522	17.3336826683492
Tubb5	169.924607308283	191.637509348594	185.755543507593
Ell2	13.279479146941	11.1901557395065	12.8929151094602
Jup	246.590895699613	244.430647491554	248.279196932896
Fkbp10	9.30903943785804	8.17139660226124	8.3822374200655
Klhl10	0.0574383683823516	0.0613917510654914	0.0789934466056916
Mnx1	0.283268502492074	0.393139152877596	0.325523452053888
Nom1	10.6477577793264	12.3758669587775	10.7191320237607
Ergic1	131.569331411059	125.633164715215	120.613781196307
Tnk1	12.6012886237647	12.6552967678478	10.77914530256
Acap1	10.257429436867	15.9633137508004	11.5442772996435
Tcea3	4.41933568774203	5.22467901684477	4.78484528188779
Csn3	0.132394824639769	0.101979503826839	0.148494335566506
Ifrd1	46.872636269837	41.6876519430191	39.7103666413578
Stk38l	3.80597369720524	3.26422926658004	3.5076518488252
Brpf1	48.8101262844265	50.8639626561684	41.2820161265888
Akr1b3	26.0576150504216	27.0681753031798	32.2716857461183
Hoxc13	0	0	0
Hoxc11	0.00782245378329505	0.0726856206950707	0.0163632028519371
Hoxc8	0.118429539944509	0.104631438406238	0.061199427995627
Hoxc6	0.422974662957626	0.610795396630412	0.209748056566812
Gstt1	4.62456008798012	5.49562987775073	5.82621994492797
Gstt3	34.2859831310584	38.0995119792901	38.8000046049577
Ddt	10.7864723354435	12.6323732492063	11.6517846636188
Tat	10.701965863353	9.58635307276279	11.5492349828417
Marveld3	53.8905579445361	52.7321581757662	57.6793695991687
Ddx18	17.4031206398496	19.3451719911876	18.1949577042697
Ubl3	17.3783470104142	19.7518881845701	17.6244802324011
Gramd3	4.63174868897105	5.57123443758174	4.46972643128017
Eef1e1	7.91262072353661	8.53816436617328	8.33412594457982
Akt1	199.293698731981	201.480500265733	196.635990069448
Cldn15	230.855262061835	218.290238083134	215.428017289439
Il16	1.82524527180195	2.61600467134204	2.28472723641285
Tcirg1	105.181606536062	103.024246368271	84.3918964205697
Naglu	4.0867491984156	4.57782929836414	4.04400359539064
Coasy	23.7253479914875	25.723193202457	24.1896129836214
Smo	19.4869845292495	17.9117295126597	18.4847319152361
Tspan33	4.71111354955282	5.45156516219294	5.38643645600835
Crnkl1	50.5437661749994	49.8326541281257	50.1635390743018
Rin2	8.19917249219436	8.77616766512081	7.62924628304011
BC039771	8.19917249219436	8.77616766512081	7.62924628304011
Folh1	0.0212192229976892	0.00295951716749908	0.00350212259726426
Chordc1	30.4417768662813	30.0342347338932	35.2399617505281
Rtcb	28.9712181232925	32.4796750438713	32.9417060108843
Pwp1	5.0994666632983	5.64498157988679	5.34094109920803
Fbxo7	7.03839275932688	7.00632087730085	6.97991182059347
Capns1	278.759199645531	271.114368225887	275.983792682682
Lrp3	3.42705440152276	2.90328365570733	3.21521021751605
Dsg4	0.00575225126099316	0.00219549263143124	0.00373333107014175
Evx2	0.578873086717248	0.444712851524335	0.345283048342804
Hoxd13	15.8919668835818	9.35401298844074	6.09268549694
Hoxd12	0.614040460575327	0.552904606217151	0.343773971453797
Folr1	0.369006108270709	0.571395676913615	0.602219063655292
Clpb	5.36090076996075	5.30393602758213	5.26523357628995
Septin7	134.873950874107	115.328195399799	117.923243387548
Zdhhc4	36.4601474742906	38.1383243325462	37.9030517472432
Rac1	176.281406277857	187.768887408685	181.35256486632
Nup214	61.9883258293623	62.6104505033704	54.9470622576896
Aif1l	0.754102853026478	0.793110692852394	0.8179758156423
Cpa3	0.0800936151667415	0.108951366951952	0.0540872843315814
Ltbp1	17.6018079318523	15.6737272235027	14.8777170019792
Ugp2	224.268158110696	199.93104598603	206.7299097018
Kcnh6	2.1468008060602	1.36801171441183	1.51529665070345
Trmt1	131.550614007696	141.443238126377	137.325601442553
Nacc1	36.3272544442299	35.7416760871687	34.0152072148782
Nfix	30.4857520550556	26.0699809846369	25.5292885273562
Slc1a5	167.56549815201	163.899018653987	153.704459747025
Uba1	190.431660645488	191.812892223895	183.353936167832
Vwf	36.6036605595058	29.6159656792061	18.7305592611036
Siae	17.0809188401293	17.6694914963016	16.6458925214135
Vsig2	25.8795152046032	20.8456411419296	28.4133415896532
Esam	12.3301462202586	12.6023195307018	10.8459518623992
Spa17	1.74513309755443	1.80538383460778	1.80950426438435
Fam50a	88.9613892395231	91.8130655842081	91.8831649565678
Emd	52.0603438406039	54.0186164172219	52.9632296471711
Taco1	2.66931124455738	2.62080058378057	2.81283036772525
Grik3	0.0310347731459028	0.0230177737194065	0.0255483716364653
Gria3	0.903594868304192	0.659555341681942	0.592949252908871
Npas1	0.325187851228371	0.331153916259851	0.282469394044805
Sipa1l2	0.678687236920151	0.598015419151956	0.568416111066916
Ap4e1	5.69452217225639	4.6101103322547	4.01302247681381
Blvra	2.4697181257293	2.38445978144107	2.53259157024124
Pdzd4	0.232622907942463	0.208122848052057	0.231420183232178
Srpk3	5.59165680591543	5.74522661134784	5.53939021734973
Idh3g	320.617798002265	370.316683381461	363.301785474427
Pnck	4.58871593939422	3.65948152559495	4.65862324242245
Ssr4	97.8419081737022	92.2938780550638	98.4641600469768
Bcap31	6.53513318425489	6.94767604239513	6.74340550143877
Fam98a	60.2009847627179	55.309520722013	55.7086930815543
Ltbp2	0.476275008059905	0.507737151656886	0.440531487279477
Kmt2a	40.8348442282676	36.5271401808941	28.4029313584924
Ift46	34.0868084024598	36.8923619597236	34.0110231991597
Tmem25	6.51488311330427	8.0010737571589	7.53103680035303
Cd3g	2.61343884271321	4.82064213945704	3.31600348871759
Trappc6a	62.4624668868719	68.5038628149109	66.9969372132181
Supt6	8.97586965988913	8.58431565264957	8.03771419644272
Spag5	37.870888141637	36.0113384767491	31.2768890797805
Foxn1	0.060442743285345	0.0579053122341515	0.0775061426145188
Unc119	38.9371580660272	50.2318265979269	51.0143546522007
Rab34	13.5050387579294	12.4297482961118	12.0878130687648
Sdf2	16.8578985509741	19.3413691417968	17.6681805923487
Ccne1	20.7350823346242	21.0748823547572	19.2652936359234
Hsf2bp	0.0667519299768	0.048436137012794	0.075131640515979
Bbc3	2.02816951608323	2.1631333855081	2.1644439405041
Mybpc3	0.00280908875390054	0.00668312437157211	0.00195907894913495
Psmc3	176.738538703701	175.767384698875	185.572607861922
Acp2	95.3989762951636	96.8152362779785	91.2835876793323
Rapsn	0.202589324886698	0.188370434312455	0.158174474838754
Slc39a13	52.3823067684527	48.8699886078048	45.259395103469
Celf2	48.9468549362026	54.6184310170594	38.9301158053761
Nr1h3	36.8754679937948	50.6254001397452	46.2801632881295
Ddb2	0.927789554726353	0.978531364486986	0.904671379536044
Spi1	1.50249698380349	2.41780500309345	1.61498463141092
Sf3a1	44.6470135624654	47.5702107135701	46.2128776407811
Stat6	190.139434901247	191.177218745052	172.797778552926
Clgn	0.0346107312231984	0.0290566473430673	0.0380749345585294
Napsa	8.884686647886	14.6795273563823	12.1745114828602
Vrk3	9.91187459284305	10.7411382436852	9.73616543701828
Smg9	11.2954917195267	11.8834693629384	11.4111028116078
Paxip1	15.9872695853972	16.0529356033506	14.5738693567366
Rmnd5a	85.4204052607068	78.843083974093	79.9408130266468
Mov10	3.64678242448708	3.22335115010181	2.87027705177094
Ppm1j	47.2925765223865	23.9592671361142	42.5011401505161
Rhoc	256.906313733263	231.9485967328	308.879485532371
Prr27	0.000247595916971515	0	0
Tead3	275.868566795938	275.096662114403	249.779925629858
Ppard	154.573427202348	149.900645296407	159.329787461114
1810013A23Rik	154.573427202348	149.900645296407	159.329787461114
Def6	1.5168152911866	2.27123249036061	1.61359659101872
Peg3	4.36582326699169	3.29412622351813	3.63646536025156
Zim1	0.138208676227475	0.139706341626919	0.0950992009730526
Metrn	3.15298340732339	3.20164899517729	3.37774321981039
Lmf1	2.99554099258544	3.24881362867906	2.96799075002431
Ciao3	25.0782669297642	27.1043388613547	25.7844922319499
Angptl4	8.62507766034664	13.6883030930449	6.50569695118056
Dbf4	74.0550773929587	66.4660039925211	59.1107398968245
Daxx	32.0590962685009	32.9181782868918	28.5153321765256
Cd320	7.04403823816452	7.27750293109682	8.1787425443569
Ipo4	28.9396602233798	29.3666748689354	29.9990275238214
Tm9sf1	96.1529576789991	90.3726482440191	87.6731797601135
Rec8	14.632161433308	14.642272077468	13.199682367378
Irf9	79.9599855350626	67.8324751666971	50.1348062436855
Gmpr2	7.17595509234403	6.64575542110102	6.40684893484649
Mdp1	129.942265795133	124.604471381131	122.463651115541
Dhrs1	61.6029191799154	63.6299205056672	69.2671622342099
Ncan	0.0162309324745265	0.00806784355498364	0.0151952438232223
Tmem161a	46.7735587818599	49.745526312475	46.9117666312123
Armc6	4.12970028003248	4.52865998535712	4.5961693114523
Borcs8	4.65350536310632	5.09006049732537	4.6695439446758
Slc25a42	1.57586845554501	1.73718981959554	1.47004215260338
Snx9	2.32247614332971	2.57903228025181	2.43548958539782
Ranbp3	14.1302314885439	15.0168501772901	13.1561259076046
Ndufa11	11.5710176922107	12.9364823176146	13.4044499058387
Bmp8b	0.42709014620888	0.113110364383315	0.24808222909267
Nr2f6	44.7146406779357	51.1041954503643	46.0514477925941
Use1	180.753090108195	207.554730021404	217.621975778666
Ocel1	99.9591572464843	99.2489622409437	92.5391650671521
Dyrk1b	2.70092807699611	2.51046744220981	2.24170554546302
Braf	24.2367063062171	20.8265770741083	19.631452657105
Ndufb2	24.3352020784278	24.5039802257455	27.0130482181431
Hltf	13.2845650549888	10.3736893923608	11.199014914723
Prpf6	2.58340762952945	2.676577040421	2.42987536275186
Rgs19	12.5271047510364	17.2436900976869	14.619862815716
Rgs20	0.0476362071461535	0.0278047496866832	0.0368599114187114
Abhd3	0.40682575317296	0.66384390842417	0.384274493245579
Snrpd1	9.96547034893872	10.0425481500247	11.3165941326247
Tchp	13.9015105266193	12.2557298252204	11.1946861569101
Tiam1	2.80523773222429	2.74400276472432	2.50659303069135
Tsc2	240.971390422793	234.764707708437	224.47611598709
Rpl3l	0.0454344780126557	0.0477093517874468	0.0421806905567506
Slc9a3r2	9.39783596500761	8.88839973267635	7.72922169464601
Puf60	289.668547282393	316.890230236276	306.793820537711
Golga2	301.239460176215	279.511020568029	257.690431795163
Uck1	22.6921788695989	25.4731259075336	24.073524276415
Scin	4.44164123353438	2.75523908745625	2.73013706817384
Ikzf4	1.59874062158375	1.64681874423532	1.30800383995382
Mien1	29.2337577513623	31.116464028181	33.8508013419761
Pon1	0.060662731696267	0.0295566342617828	0.0222464569280014
Axl	52.0492164597149	45.3728260031885	43.5800286864513
Tgfb1	39.4883746950126	52.7594955669126	40.4712930417924
Ccdc97	36.4367280938435	37.3346370461894	34.6388806377225
Zfp40	7.61590487002694	6.10478140727646	6.46554423526949
Akap8l	91.2404438374867	86.6002155527369	72.8723282412888
Shh	0.239098492488369	0.273171458371268	0.215541466606666
Pdcd2l	3.93139232232442	4.32906256827085	4.20559397622656
Gtf2f1	13.1600636922514	13.5616900690157	13.2880093935808
Clpp	120.803479256772	137.315272067208	133.920216408142
Alkbh7	19.2180094197545	23.268865400548	23.804233555585
Pspn	0.726323013633868	0.950673005618801	1.00679824283263
Dennd1c	30.3366439968433	31.6580364756387	30.8534197610842
Med6	26.7192330157047	26.5583285150621	29.1332920918201
Prkd1	0.0120713383187589	0.0112416845898217	0.0109636974381039
Lcp2	27.5666215246475	41.8142521263116	27.0792304247402
Cse1l	132.259963478976	121.279582132279	123.07283708797
Naa20	23.9519954152898	24.5299380163176	25.3300090326058
Prkra	17.900591166492	19.2207569976414	19.3362092592032
Fkbp7	11.6419252381072	9.39244342597555	10.342128457117
Plekha3	31.9266538387219	32.4567698760482	32.4950533358554
Ykt6	28.1727135306634	28.5130512021358	28.2845698892747
Baz1b	118.41545115491	109.973244971309	103.415652078496
Pex6	26.7506068206447	28.8312623828217	26.2078462604618
Mrpl2	39.6957608011814	48.2833216407511	46.5181210259861
Mea1	60.1666964210484	68.6230008072669	71.7253569309246
Gnmt	1.10888151096278	0.891210605718843	0.815993837754639
Grin2d	0.494479929883406	0.435160066074199	0.457155611072588
Kdelr1	133.71126306513	145.540228324305	138.566600489909
Tmem143	31.0683826073056	40.7525630585389	33.0669203346885
