B	C	WT
Pde4c	0.861105288192104	0.815711765304728	0.575299468970601
Mphosph6	25.4669585584907	24.6143378377739	23.9455040822548
Hsd17b2	28.2694038706805	39.7181495758628	35.5711973705927
Bco1	0.0992167539142914	0.109191239412834	0.113903536835914
1700030J22Rik	0.307110395234801	0.304040755586716	0.285279699164317
Lsm4	121.679021810485	135.605278370197	139.119431910303
Comp	1.12728627548362	0.948391935904917	1.16460640008868
Ntpcr	9.77156528676784	10.7590278457318	9.82792954701841
Map3k21	2.30695138890566	2.26177912056911	2.15990297374612
Mau2	60.1625723192504	56.3828386301719	50.6701157464036
Pbx4	0.22238014304104	0.230887743880451	0.253454450891394
Lpar2	1.84610207642454	1.92860123995437	1.80984759798716
Atp13a1	117.051684220036	121.813178139645	103.527657693399
Ints10	20.8465138220323	19.1271595088448	19.6991784662181
Dctn1	183.146754036252	172.540046294858	166.538728698375
Pgr	0.00704885076371018	0.00713264346017868	0.00700380259805003
Cdh5	21.8942312655694	22.4956843673296	16.3068493960058
Bean1	0.0930953833354961	0.0842822789328144	0.0859146193381732
Cmtm3	21.0116586016361	18.8929955272849	19.6340708148867
Ces2g	4.77039263841806	6.02634042515322	6.71274722155316
Nae1	51.656200780413	46.7906488458206	50.6273136451868
Ciao2b	18.9643934583788	22.1721761387219	25.6423467487185
Rrad	8.474600399042	9.07419646648646	7.77261284520066
Cdh16	0.019367281752379	0.00834757635592723	0
Car7	2.10466393285028	2.0024746647434	2.29743325200659
Cbfb	10.514748311703	10.1616515583677	9.98345734978274
Ces2e	31.2220202448884	47.9915486523467	37.184529490092
Tradd	73.3419391105269	76.6793513277292	85.847833573474
Phaf1	4.54491509666132	4.51589308231194	4.12557365964188
Hsd11b2	50.8249979829562	76.3922554823293	69.1216752748748
Tsnaxip1	0.00811945368686335	0.00625753141167822	0.00882165564863925
Ctrl	2.24799025190319	1.97689842811181	1.48008562332369
Psmb10	86.1839641600237	85.3214116020541	82.7875621269271
Dpep3	0.016245610688141	0.00664108501280861	0.0091786435758135
Dus2	2.24362666334547	2.26136335203098	2.1758281846751
Nfatc3	47.7370668205744	48.6670937334415	44.2289054345518
Pla2g15	2.70757476276128	2.82373291107057	2.34114537445977
Slc7a6	18.1364189341052	14.4397671714909	13.1005179304465
Smpd3	6.22825579328366	5.97425609489771	5.75026755929177
Zfp90	1.51254156787366	1.41475309454909	1.28246938982687
Has3	0.427329602652569	0.330598074548558	0.270164132609303
Vps4a	80.9772794632008	81.0912866965397	81.5990849735696
Cog8	29.1000465065746	30.7632182677033	28.7198932553618
Nip7	23.1338526377855	24.8118333538454	24.9263352656502
Mtmr2	7.29273905549177	6.80067712191887	7.02858779919218
Tmed6	1.17012388859108	0.950356899642469	1.20434156186838
Terf2	22.7565293167079	22.7373585524192	20.2521454605378
Cep57	36.3051900178635	34.0095909235058	33.2667288220055
Cyb5b	25.4399156304592	23.1885177146993	24.4266281303451
Maml2	0.257075433965614	0.264301482948221	0.221470072769358
1700012B09Rik	0.157459297414041	0.16067539384283	0.185390004884519
Mre11a	5.83648135504265	5.89637612962841	5.63891668637378
Wwp2	50.233631963431	47.9539162723022	51.3627942143585
Ankrd49	24.2238933223602	23.9938565921642	24.1223507558904
Gpr83	0.23381780629209	0.242862706739619	0.242317870111007
Izumo1r	0.198405869946349	0.627694350346187	0.439633768902644
Panx1	13.1266060102462	14.0674651955417	13.5401163847306
Med17	21.9993329029311	22.8126259863258	22.2827386036208
Hephl1	0.00451592933553829	0.00462280541452911	0.00307496758207269
Vstm5	0.748702629398718	0.805288636396391	0.906581402457634
4931406C07Rik	160.590821979219	185.61073525345	150.143117480318
Taf1d	261.772350817954	243.564572622663	220.568483156878
Kars	62.0202158536523	66.1120242400583	64.04950115651
Adat1	0.499023938413333	0.469901951938142	0.424697341496104
Gabarapl2	48.5676989333496	53.747752585735	52.2158920213363
Tmem231	3.63726834709781	2.96929266920314	3.25234506325774
Chst5	0.0238565578745693	0.0137097470160571	0.0198053407204524
Tmem170	2.59874594912093	2.49407961866237	2.48793815863634
Cfdp1	1.32880648116444	1.32136497848129	1.40593683161373
Bcar1	6.90826381606883	7.35381514937069	6.64225933427196
Ctrb1	0.0137546428110833	0.017574159259655	0.00993953459314057
Ldhd	1.51710413157747	1.58458130368942	1.57714741346456
Wdr59	6.67668599568985	6.07149532280522	5.86436047930715
Aars	95.622235226733	86.1129064906813	82.0033482574282
Cdh15	0.00179758970488542	0.000287877086194741	0.00275490368261613
Bmper	0.367250260465809	0.351707041090327	0.260778249299382
Tbx20	0	0	0.00103378139648334
Glb1l3	0	0	0
Afg3l1	81.3448184525431	82.9983836093286	80.575986455183
Acad8	14.7496218665176	15.8143297999855	15.5180538761908
Dbndd1	0.3103516474036	0.25651172734228	0.241702155340152
Ccsap	0.324596912001642	0.270978500437947	0.274377664902696
Acta1	1.77497004489335	1.91501057856755	1.6644205178955
Abcb10	1.27306881258025	1.2892712511323	1.23599071439814
Urb2	0.959501859349153	0.988437034234136	0.909531367380475
Cog2	9.79434914957118	8.63593324948766	8.62694042977283
Agt	1.38649424956389	1.5229280065624	1.17868255655922
Capn9	53.9119768705708	33.3480658226728	31.5257746912667
Arv1	1.84316703659483	2.03471488065397	1.59602875437014
2310022B05Rik	1.44697510235584	1.58354408797605	1.23815389546306
2810004N23Rik	8.30127676451453	8.06675442398062	8.17646591270341
Gnpat	51.8055894222193	51.8937157968461	48.7437325729479
Sprtn	30.3112860785832	29.6307567021832	27.88723647079
Egln1	2.06971127990279	2.17206764858745	2.01496767015171
Vps26b	4.00984990563445	4.19106151452006	3.969822717455
Jam3	0.434884143379398	0.408775764898323	0.397911987796502
Spata19	0.00733248583035301	0.00505645660373559	0
Snx19	1.99748413761755	1.8936567188678	1.88946342872627
Adamts8	0.366656205126658	0.273346776438253	0.351497815566144
St14	120.782131629367	114.391585879478	117.826891317761
Aplp2	298.076310870294	291.954114385522	275.896099774888
Trpc6	0.0174716173992104	0.016030209568257	0.0167346270827079
1700128F08Rik	0	0	0
Birc3	24.4976459063065	25.1481921542258	23.1620105283435
Dcun1d5	32.4637062475088	31.9947800607936	31.1025592654068
Pdgfd	0.064685625674748	0.0672121481528881	0.0386801812328132
Sesn3	41.3652394194134	39.0141811691997	33.833920101307
Usp2	37.0171779794237	33.332177379089	40.6433141574012
Thy1	51.6914880619251	57.001774807021	51.8347348426169
Nectin1	7.91021960258938	6.18570040280162	5.12006487954467
Trim29	0.649902298248622	0.67171713119435	0.721005039924525
Oaf	20.9983877778093	21.8050869699617	22.1075547675649
Pou2f3	0.27310939897376	0.193954176523449	0.205841656257304
Grik4	0.00242949753623306	0.00159713750388332	0.00272857428209198
Sc5d	19.7210811810326	17.4189144991197	18.0564772130344
Ubash3b	3.11459326798816	3.4845210269546	2.80945878860638
Crtam	0.0430229296457301	0.0521157320732292	0.0483431288934436
Jhy	0.261246607303056	0.166171413261237	0.164870536297096
Clmp	7.10637844101219	6.08364234208295	6.52756139088194
Rexo2	94.1685609718894	95.5868954607187	97.8840545223859
Nxpe2	26.6167996183018	33.0486314372823	36.3019154069695
Cul5	13.7864062951446	11.8269314409027	11.5978088253303
Barx2	0.0353715858993493	0.0293358636649065	0.0278440481293718
Kcnj5	0.0879147781180885	0.07779427256556	0.0731451626523055
Ets1	2.63245922209934	3.74963862849054	2.66118063263447
Kirrel3	2.2766588124093	0.832516909167199	0.99815460174314
St3gal4	403.254466431433	269.933561431579	312.454472251783
Dcps	0.58261368596493	0.694176813365113	0.659507257393321
Tirap	14.3150908044226	13.3518296200602	13.3054169002201
Srpr	258.378734709994	228.949150691711	234.519604581469
Rpusd4	13.3570865819434	15.7917600739986	15.1482276080131
Abhd12	8.19178681689939	8.59522292976049	7.8769871832369
Acat1	236.742440813141	242.815705769755	261.149951170298
Rdx	2.5515260392791	2.19321189764723	1.89235178556227
Fdx1	5.66858446755059	6.12000437398249	5.85136673836148
Pou2af1	2.79658480099877	6.58008077792979	4.8031519298069
Btg4	0.0324002509710532	0.00617782042926102	0.0073460317629908
Hoatz	0.000263102519405949	0.00101072600877265	0.000766799548851086
Ppp2r1b	35.791061607848	34.3098287796863	32.1771445231835
Alg9	15.8611603867128	16.4783471651839	14.2745444084807
Cryab	13.9494044200479	10.9379972919399	13.7438835872045
2310030G06Rik	44.1194395832763	41.1030148186164	44.2444355975861
Dixdc1	8.02665402675705	4.45104875083408	5.30520245384545
Tex12	0.452676447129943	0.389213186064976	0.460369418527277
Bco2	0.602665215003086	0.784843055839571	0.622428329706751
Pts	26.0197312537032	26.3772005192446	26.2558211718849
Plet1	16.6872146217052	23.8855963389582	8.83502858933973
Cadm1	0.111667612056093	0.106650139308211	0.130184029592824
Bud13	7.29567581734158	7.98882688400637	7.37322644586849
Zpr1	37.3924978731717	41.2961614010393	38.412464965479
Apoa5	0.138146302389985	0.159307141845085	0.0645737345798391
Apoa4	0.0640826509054995	0.10478199380697	0.11677228944546
Apoc3	0.58249604692585	0.485783674365754	0.266955808564176
Apoa1	2.29546128421065	3.02188495398601	1.20817837449264
Tagln	2.93370292263204	2.10664869113835	2.59335750811728
Bace1	8.36292641915188	6.8373950864177	6.45177284584891
Dscaml1	0.510955494797368	0.35819867569679	0.453250879766894
Il10ra	0.888102098717567	1.05643904395775	0.808023749970238
Tmprss4	28.7944538442315	26.4189052224261	27.9138819603304
Mpzl2	5.1635467455093	5.2352647969191	5.56070211274663
Cd3e	1.55385947931405	2.93445847539219	1.7060842695549
Cd3d	5.39095935745875	9.14392881777001	5.16192873955521
Arcn1	169.850915051138	152.032900502106	154.241780566069
Ddx6	12.2052042488362	11.1655884795265	10.9581024327657
Treh	0.156523650251338	0.183573954223241	0.184555034157561
Pate4	0	0.00115382418767533	0.00106397356664788
Ddx25	0.0463014367621683	0.0291961612738322	0.0575627465149757
Pus3	0	0	0.00265676047682989
Pdzd3	26.3257678612628	31.8898093592443	27.5864802908485
Pate6	0	0	0
Nlrx1	7.05775287429624	6.84307518015315	7.3358023249932
Acrv1	0.00254825166827956	0	0
Trappc4	28.9427226876555	30.9434442861983	31.7253973919952
Chek1	4.74685509902144	4.04755881352413	4.93020616455931
Slc37a4	48.4897190675425	51.7448547570076	51.9072081663103
Hyou1	187.678647312914	162.750596091644	161.583527633263
Stt3a	264.017395570773	243.644009306916	246.287538120879
Fez1	3.46437014992316	2.56704029788634	3.23421761889247
Hinfp	60.4957685002658	54.5233053512913	47.7511561933449
C2cd2l	42.5242232817725	39.571214713935	38.7296613804314
Tmem218	0.95626833268795	0.791476584244904	0.900804095714325
Slc37a2	45.535664807021	38.3837687540351	77.5327903610716
Dpagt1	33.1561211545882	31.8186894875421	29.9504086165864
Robo4	15.5460054881287	14.7580735696259	11.6966178415766
Hmbs	27.3154171156148	28.216484702173	27.8522872516029
Vps11	12.7703450454059	13.1534749846145	11.8259621516525
Robo3	0.119370103987415	0.0893648461491906	0.0743987060855186
Abcg4	2.61639016500699	2.40054725632123	2.91386621564107
Mcam	86.4902732353942	75.9680423102221	69.7433500394645
Pin1	1.88111066483942	2.09188549523947	2.10448666399502
Olfm2	2.01685622486908	2.14299687314193	2.10657434408966
Icam5	0.0156963826685455	0.0206156890045487	0.0212984294888348
Tyk2	17.5034179689524	17.3933013977056	15.903270784891
Pde4a	1.12608921981923	1.26849216269363	1.07578915569148
Ilf3	70.3464974580214	69.8149618835858	65.4362380038216
Bmp5	1.85131136866344	1.78707550187052	1.3874033518751
Tmed1	4.04815616668849	4.46002516024389	4.33048344766313
Scg3	11.8543986062307	10.594118660247	15.1567237719064
Yipf2	4.93463173642896	4.82784434497031	5.12996803968172
Lysmd2	1.06709505453922	1.11397732306197	1.02715166200997
Carm1	59.2796418511841	63.5669132029395	52.5168508249141
Tmod2	2.93999480729636	2.23875515741614	2.5047554587402
Smarca4	3.18263988952881	3.16880027619128	2.81850248795054
Bcl2l10	0.0456693597448895	0.0219648414943223	0.0316070934763732
Gnb5	8.82643147933135	7.46094120646448	8.80259821841724
Ldlr	38.5349243503756	33.6887803141436	28.0234066027659
Kank2	29.1925252146817	27.1802372595876	27.3174023192413
Dock6	37.4336504238171	31.2570023761454	31.9263774059395
Polr2m	92.9096741404231	95.7179883272054	91.9056803996563
Rab27a	47.7866097300899	39.0835251099722	38.4996229213319
Aqp9	0.285522386360684	0.19229656659765	0.169726780753734
Lipc	0.00643944743892731	0.0146797172553346	0.00878399381649881
Sltm	83.2924743562899	74.5670728924136	67.7491384777072
Rsl24d1	2.81758467526179	3.18153327254423	2.94674343139754
Nedd4	813.77895251052	767.996188893181	713.697325899263
Rnf111	24.0852493325182	24.2725764593642	21.5328205390104
Ccnb2	2.25220019402421	2.68895814811336	2.18024510760081
Myo1e	1.47965441888999	1.33047824684253	1.34833209963352
Mns1	0.597493947512514	0.536665283785455	0.496672305907296
Fam81a	1.57439104644497	2.33181893281161	1.34079428669917
Gcnt3	40.1498279097809	41.7404609696088	34.4963578580537
Tcf12	28.8837787047835	26.9570033280351	24.4132491588407
Anxa2	526.835710099816	513.958408669519	524.775616021821
Cgnl1	109.273678852282	85.6331823426161	94.0397592409438
Ice2	3.97093099847735	3.84054469029801	3.6709674275039
Rora	2.37037307915276	1.89409791026674	1.60363683913392
Rp9	80.1463327785446	98.535413671595	88.9389382819492
Itga11	0.063024489110743	0.062766972843394	0.0409376918597155
Fem1b	4.05690182947617	3.85011273519175	3.79592029363769
Cln6	9.51829651852269	9.89479547608427	9.76901537098584
Calml4	131.418988934665	134.888850565389	146.422711614507
Anp32a	43.8126577637239	49.6026500903773	45.6793624335317
Irak1bp1	0.216269206599628	0.193181142999341	0.209356217697837
Glce	5.56931410081217	4.8812850173249	4.51334413289766
Phip	59.5779695250289	49.4789490036653	48.4477704856618
Kif23	68.2204356275558	69.7181846313475	54.8124535775704
Ankk1	0.00644676845433988	0	0.00290972911094006
Lca5	4.66076184871347	4.21295765728538	3.75735114508632
Drd2	0.00193167442010008	0.00197297195047557	0.00395630511203264
Sh3bgrl2	372.629515782897	378.825084459793	334.979726717326
Elovl4	0.0562078176494789	0.0524299119772118	0.0714821605076874
Bckdhb	0.90617325976691	0.895509159728233	1.02364433692515
Zw10	7.9729955581975	7.21958033562176	7.04466419307486
Tent5a	47.3882810390794	33.6914519806737	38.7998938901516
Usp28	53.7290834187285	45.6574518952665	48.6854118690026
Tmprss5	1.12159972001118	0.876168659843818	1.2496473394672
Htr3a	1.06688770031618	0.866248142858777	1.15663231849065
Nnmt	1.11826184049084	0.85906172081474	0.721084546263656
Cyp19a1	0	0	0
Paqr5	2.49077629882309	3.58875913295324	2.74809215251476
Idh3a	46.3284425528119	54.3129054387753	52.3971793732897
Tle3	11.2437748990731	13.4276787502998	11.0176736605748
Acsbg1	1.65637513763322	2.19815277573256	1.5125374738674
Dnaja4	1.18495652173307	0.971606162318287	1.01597984283011
Imp3	63.9233946180495	75.4240977244071	72.2093514988488
Thsd4	38.837495870137	30.813104084718	34.258099023276
Ptpn9	39.8818390413271	41.8535406285579	39.395492505289
Crabp1	0.298810392804374	0.346641038534413	0.350498802122869
Nr2e3	1.1174513649498	2.0355528181274	1.44993035222383
Ireb2	39.2546064422574	35.3345883677291	34.3922148024838
Pkm	295.769802361763	283.520918092185	314.380563882499
Man2c1	103.611703463115	96.8781715360924	95.0186875568184
Celf6	7.58024087323463	6.48368838924199	9.30533438743485
Neil1	3.21016235857218	3.9686327579975	3.21950887045824
Commd4	75.3505247893703	80.310435766344	81.2365715157673
1700017B05Rik	7.35088587741659	8.08365215901661	7.32167429272705
Psma4	140.691539491714	135.057798317066	146.148932803826
Chrna3	1.17306253058395	0.937480181499961	1.33136390511194
Fam219b	46.36303269583	43.7918819833297	46.1818641081622
Mpi	94.1332078027331	90.4022519297814	91.0992392964505
Ube2q2	4.24515337705394	3.95180964752983	3.65949966187539
Ulk3	23.6120930250943	22.281511536038	20.019812319198
Fbxo22	7.85161953608064	8.53495374658809	8.21181282969296
Cyp1a2	0.063574759071602	0.049847689718691	0.0165627995841497
Nrg4	0.206316822814421	0.181438959156366	0.198608453654491
Csk	207.714453275879	236.656784429436	217.265168379333
Tmem266	0.0143115887406072	0.0158443953988575	0.0142720719898839
Etfa	11.9863359666854	12.667364697736	12.8077298579299
Cyp1a1	0.0193249857418382	0.0189767686155432	0.111984168980665
Clk3	67.4164465329333	65.7683405997852	58.7026741665687
Isl2	1.05639560785586	0.490869542166243	0.601304555194328
Rcn2	19.6363180098134	18.2124706012809	18.8822754843823
Pstpip1	7.44969974737756	9.46810961365108	5.84854798038483
Cyp11a1	0.223835995697824	0.229402768926949	0.27233966229177
Tspan3	17.2581670955679	18.7704559869202	18.4019329065473
Stra6	0.790786996951843	1.16047273684087	0.926271010411779
Tmem30a	12.8080503911269	11.3249211384965	11.388183585168
Hmg20a	1.15637110517592	1.12051364555388	1.02014127472598
Cox7a2	232.849089051505	237.580723768926	271.265526117229
Col12a1	27.1643999066654	19.9588774097327	17.7667321244561
Stoml1	14.97785068266	16.4373907733279	13.5156610803675
Loxl1	0.601230755182133	0.572053364407346	0.516543775993166
Nptn	295.657164834732	263.989334037226	283.657376970219
Hcn4	0.0151695081585802	0.0102562229370756	0.00998818654378309
Neo1	28.5956470629754	23.7026929531506	24.7935637512067
Mto1	10.1588006624079	10.7710805109935	9.93189111342123
Impg1	0.00211609602602763	0.00263915868151011	0.00249419588012621
Cgas	1.00768812496513	0.914008682372166	0.751622105982153
Ooep	0.418833749803186	0.414581274365074	0.413142749531394
Gsta4	2.95868947055734	4.66217106260071	3.3733628867701
Elovl5	5.04783876243062	5.11334265792434	4.92666384111862
Gclc	11.3054328624348	11.4302333550666	12.326213822001
Lrrc1	15.6566474392522	16.3047750110579	15.4193591521348
Tmed3	89.8888563013786	69.2348329784301	75.0061686685901
Mlip	0.261587712553463	0.219623903626291	0.399035422644223
Rasgrf1	0.134363534182912	0.0859846922780859	0.0931465441357929
Tinag	0.611171899791999	0.734515950972136	0.741452450719756
Fam83b	1.35428903950826	1.00889978498308	0.969751286691957
Ctsh	162.090987023355	216.159949408862	203.532557212495
Hcrtr2	0.0512998546714186	0.0802630577444163	0.0399971788330542
Adamts7	1.47011751565423	1.34682648995276	1.20496105377827
Tpm1	521.397242080111	410.438202885886	463.248726967615
Zic1	0.0138879707298173	0	0
Plscr1	29.4267947791524	28.7924078176501	31.2221771835121
Lactb	1.27514855999073	1.27218748757259	1.30767656625031
Plscr2	10.097410361344	13.4388124580034	9.77377694385294
Car12	24.7188309587076	25.124245072146	21.9300351923898
Plod2	34.3657446931243	24.4754676485375	26.7951195326649
Aph1b	1.53618454787347	1.3143791666821	1.46847363699015
Usp3	62.1899782375973	67.6814674405041	57.3675097830703
Plscr4	1.24614308731133	1.2923383367103	1.27846458609586
Dapk2	10.7164766013749	10.4567178785932	10.0857852928206
Ciao2a	8.50347493757529	8.53935344814316	8.67778114804417
Snx1	173.236105028635	179.906845982551	169.939857910888
Ppib	18.8795158972281	17.5616001510928	17.612855524095
Csnk1g1	21.0223421539661	18.9852895403179	17.791683201331
Trip4	4.81671968016755	4.20241287396545	4.05682391811044
Rbpms2	30.6336984857977	24.8644075399327	28.0680341738093
Spg21	8.08079952582629	9.53510653571877	8.9929955711861
Parp16	16.3068393491363	16.162846112363	15.3386527373248
Dpp8	52.7036129849823	48.0938600555734	45.5634150061585
Igdcc3	0.159937404590219	0.171588583926963	0.292021656569617
Dis3l	22.1778587137466	22.4267868639535	21.9808432157141
Tipin	2.62865726713141	2.46594376651541	2.60927224058487
Snapc5	21.3598191323129	23.5895562579551	26.3399145045124
Rpl4	1832.49770905781	2159.10344468969	2128.15210870862
Zwilch	3.52986147910708	3.03729106219298	3.080631621716
Lctl	1.11959842300578	0.124706061012868	0.443359386841062
Smad3	5.43777380926561	4.92741790717966	5.10024428184309
2300009A05Rik	3.95790857804245	3.98912348283897	4.02977518475989
Pias1	7.28465944797364	7.2873545992119	7.01585552877994
U2surp	53.8312534427121	50.6754196127383	48.3252197228768
Atr	22.1353152312273	18.7829883249817	19.2484422292544
Xrn1	37.5781417786658	33.0246679987051	30.029463915473
Tfdp2	34.6306033662607	32.3606202953873	29.4629130666525
Atp1b3	31.9748950045775	32.4487492993858	32.0878440644401
Rasa2	30.1311524144836	26.6235527337669	25.2889826070556
Ube2cbp	0.0144146523699101	0.0171285266568641	0.0148615088754488
Rwdd2a	0.940791290414654	0.925845990398734	0.881658451517042
Me1	8.78241376694269	5.03104632683029	5.01077118860604
Tbx18	0.0150070391623556	0.015853889437409	0.0124211935754566
Nt5e	76.0271382424728	55.0258858513927	69.3029145928506
Snx14	47.128470919889	47.2549314115532	45.4359079599715
Syncrip	86.5064577426656	83.0872576608449	81.9306516315397
Zfp949	3.47440262743552	2.87364374034606	3.22811337934361
Crtap	6.64171475901487	7.30370228638116	6.58369989866829
Cmtm6	13.7116773592545	16.4940445940693	14.1798984933191
Dync1li1	3.9776293220725	3.9475808864048	3.84217044619054
Cmtm7	1.29111440613958	1.3948800885119	1.16482989693622
Stt3b	4.5036891260831	4.76992128884414	4.62986835172614
Tgfbr2	1.84266753121871	2.08323763231586	1.719090057874
Zcwpw2	0.0097429800876704	0.0124394429646122	0.00715584003998625
Eomes	0.317647984081281	0.250041797011778	0.236117222808327
Slc25a36	22.6644512609707	22.4093011457705	24.3898323859989
Trim42	0.00332943169219363	0	0.00072004714969371
Clstn2	0.00235302545369834	0.00248894056986133	0.00208534940775424
Rbp2	3.52330935004708	3.9429182778108	4.61282605517005
Nmnat3	0.258278152967525	0.273919809872086	0.273367329618613
Copb2	759.650437253497	686.408815618963	735.665495875196
Mrps22	5.86082541158392	6.3706785270593	6.33999620968884
Pik3cb	0.594786463596334	0.564395633214559	0.510298521605933
Faim	3.87191768344859	4.19681478780355	3.92128300017256
Armc8	3.92786427334219	3.73323587652241	3.56605133467581
Dbr1	11.7914786542515	11.523077447268	10.8903956948585
Mras	2.61747853668511	2.21506317686534	2.2038104727271
Cldn18	0.000603205778788104	0	0.00085546714321704
Nck1	6.41833272150786	5.9237840728237	6.76900872835527
Cdc25a	129.122678406045	141.212780099365	121.225589160116
Nme6	17.1379830697798	18.3343305725872	17.4343641350014
Map4	113.898693102532	94.0892704372309	96.5481605556789
Dhx30	72.1277167693899	73.0378599582964	68.707657395568
Smarcc1	83.3956052370526	86.2330735462239	78.0608267718054
Cspg5	0.548279171866203	0.631032692214538	0.377115596682116
Ngp	0.0499383725831558	0.0949937931330431	0.0174631059453385
Scap	127.114414913696	130.073507956115	125.967620420537
Ptgs2	10.8787058149985	7.02902875877512	6.95485789423233
Kif9	0.303089309991197	0.291587049380521	0.281741329203545
Nradd	2.62175552680541	2.6396105458425	2.72628046174203
Pth1r	0.380503497510778	0.34537041533094	0.371850806259693
Prss44	0	0	0
Tdgf1	0.0137967242994006	0.023907758409044	0.0118628833332473
Lrrc2	0.0192217641762957	0.0110251291328188	0.0145673954028439
Ltf	0.424185712587429	0.424272543851601	0.0798744759024455
Lrrfip2	77.2840978601139	73.5398165326657	70.6696957644288
Mlh1	33.1932968663906	31.6532645634472	28.9556622962522
Dclk3	0.121081788343566	0.135999344473856	0.102382742235779
Trib1	17.2632723096064	16.4805298115762	17.4642632596264
Stac	0.0598478099878583	0.03916556910385	0.0600874995367459
Arpp21	1.55845028883153	1.27279877841719	1.87047666451178
Pdcd6ip	240.689324309999	233.914962703161	228.546833189685
Fbxl2	0.532768766613735	0.477082171153165	0.458353323480527
Myd88	24.0130717007863	26.3340211511111	24.1945044163318
Scn5a	2.48203515754829	1.59121034261299	2.35313300352821
Wdr48	102.001552731323	86.1290887201689	84.09313791276
Gorasp1	11.8384763550685	10.542759383315	10.9862561678684
Ttc21a	0.0659476531191102	0.0612725364669817	0.0598501442682237
Csrnp1	1.54124632784274	1.4246389676519	1.57241151931818
Mobp	0	0	0
Rpsa	1775.00999449029	2263.35436882933	2206.06504755636
Slc25a38	16.4727901095065	18.8072615750385	18.3422135894448
Hhatl	1.60055188914031	0.980098357075842	1.76949038835567
Nktr	378.540083323344	296.793482686217	250.674311947
Ss18l2	15.0143162852968	15.3305886513459	16.4342995182022
Pccb	164.70115176613	174.456359465536	180.347292899821
Vipr1	481.577915357149	475.088414363799	523.36796848133
Lyzl4	0.0191217926046316	0.0150713991923077	0.0187421668423471
Amotl2	16.289932338529	14.2533794670729	11.9008205648594
Cck	0.943723409871922	0.651333622487679	0.833770050666568
Cep63	105.735033243875	116.247790710679	109.610351325626
Trak1	63.9656276846423	52.0493599601486	60.871130870185
Ephb1	0.0444977680594606	0.0335938231407517	0.0413494111304748
Abhd5	17.693569367988	16.960173710422	17.6416102871043
Ryk	98.9875532833241	106.0859447043	96.9258060691908
Slco2a1	30.8081052630027	25.6888724993447	27.6851422567092
Rab6b	0.474573430329541	0.387867695069633	0.4966537302367
1110059G10Rik	10.3458586830054	10.811318691349	10.4893218741415
Srprb	32.4663490746124	33.7812889159862	31.3938961099072
Trf	43.0722118947395	38.4861517434152	36.5395065398868
Topbp1	125.070935403685	112.738568455297	116.402338901827
Bfsp2	0.0238202187091049	0.0462097510154205	0.0358740790299318
Uba5	7.81407865099717	6.60241613941224	6.74356786049714
Nphp3	12.2610943417109	9.2752203056453	8.67298870097879
Dnajc13	256.950025478811	238.154963688735	219.767038501303
Acpp	6.87405495836979	7.84549190283087	8.47668324330484
Gnai2	1543.05411788905	1639.37934827153	1594.0026438719
Mrpl3	25.6491677078426	28.3190562784968	28.0995649729201
Cpne4	0.0248934234465165	0.0208725840033316	0.0248979081224846
Nudt16	14.5695929949976	17.0633760280345	13.9539792777132
Nudt16l2	0	0	0
Aste1	38.8928468570641	37.4299135777235	36.3975021631264
Atp2c1	88.7221620761563	84.0487054931218	80.0969464587178
Pik3r4	23.1684529080322	21.5117880482484	21.2930292290556
Col6a4	14.5710440090704	18.4599697613286	10.403174135228
Manf	149.288233359562	109.244492036662	127.151726307414
Mapkapk3	67.6993617086673	74.7138075254256	69.8815351914709
Cish	12.6277286170181	14.4855748752669	12.1389429111295
Hemk1	7.6681001226234	8.60790427356578	7.62173256097232
Rbm5	373.337922196413	340.243736856151	310.94065527742
Rbm6	74.7145057073977	65.3610577335657	66.7772727586121
Mon1a	4.71784715619266	4.12766398326937	4.31702360806849
Mst1r	100.109617269636	87.689022301244	89.3234443199891
Traip	5.78220676645289	4.92564729709335	4.95434216049765
Bsn	2.72365268264182	2.51637096335516	2.08757147128299
Apeh	127.634771470007	133.18732900738	127.291689465785
Mst1	0.788067616967989	0.898517004859824	0.609528201437873
Amigo3	3.56046774749266	2.5499934246276	2.32340745471946
Ip6k1	171.550918872365	169.25608244117	161.494085502791
Cdhr4	0.393601179643196	0.472204303268896	0.296600339949645
Uba7	132.829613150008	103.720954550643	88.2519512948121
Nckipsd	16.6726576393899	14.9462122731645	14.7356840516644
Ip6k2	39.1866611296677	34.5619524764954	35.2485410219765
Prkar2a	189.892182499506	201.020037754126	186.935938736106
Slc25a20	54.1219064917096	73.0692519227119	63.2521068986172
Qars	400.613258676879	470.143585646944	438.19150866339
Nicn1	19.680477472651	19.8547809770739	19.2346903545863
Amt	39.2646945590729	34.651348893898	31.284453244553
Klhdc8b	10.4873918350252	8.99265299021793	10.2721126638652
1700102P08Rik	0.280046857899422	0.195497122730389	0.253021051316526
Usp4	101.75478675999	99.9841875054541	95.9989982051101
Nt5m	0.505095546995061	0.556016661969207	0.518752780747514
Srek1	165.242290860272	131.657487053281	136.173145176023
Oas1d	0.092026769868297	0.119927654488111	0.115826524940136
Eml4	4.55346537230542	4.85155069088164	3.95316610046508
Thsd7a	6.98248277690497	5.87568578061325	4.55008928647242
Flcn	68.3159645260985	61.5240545403101	63.4358167354279
Atxn2l	184.813652784549	166.931126768904	151.176510749025
