	Compounds	WT_14w	WT_22w	C_14w	C_22w	B_14w	B_22w	W_14w	W_22w	P_14w	P_22w	HMDB	kegg_map
11	12,13-EpOME	9.56761917740867	9.68630094226451	9.8747311628491	9.97686402781551	11.0861234173913	11.4895874998988	11.0770340643926	11.2712712569005	10.3249397005309	10.2928860479849	HMDB0004702	ko00591,ko01100
12	14,15-DHET	15.5348791600447	14.7721581007309	14.6914676137158	14.9342035384681	16.1263555830208	15.0931495612945	15.7703074587474	15.623225107813	15.0565518797385	15.6294291424015	HMDB0002265	ko00590,ko01100,ko04726
13	19-Aldoandrostenedione	2.83578750044034	6.65706859196773	3.58737136671439	2.75539530026056	10.2954394427055	10.1788190897231	11.8779050313766	11.8007139600667	11.8800330235641	11.1060057444597	HMDB0006768	ko00140,ko01100
14	2'-Deoxyadenosine	17.3543796795643	17.7650812576708	17.8751521347636	17.6456351127677	17.1549847874847	16.9364566257963	17.4507855783745	17.9006052828909	17.5785681978439	16.7572005385122	HMDB0000101	ko00230,ko01100,ko01232,ko02010
15	2'-Deoxyinosine	15.2122830602209	15.6223235532984	15.7311181535901	15.5457529595074	15.0199713425642	14.7573689488944	15.2291012108332	15.7348615805334	15.4073586624157	14.5975415138689	HMDB0000071	ko00230,ko01100,ko01232,ko02010
16	2-(4-Hydroxyphenyl)ethanol	16.3664864211288	16.4794036968931	16.4468663378466	16.1084288560194	16.7910103363787	16.8142071860532	16.2804790992503	16.4521283706279	16.0160816605658	16.4220758984837	HMDB0004284	ko00350,ko01100
17	2-Aminoadipic Acid	14.8422477499186	14.4867283404392	14.2945334271514	14.6653795964236	15.1857683058556	14.7813108791211	15.0927798546139	15.0674019060052	15.0265206338467	15.117751480847	HMDB0000510	ko00300,ko00310,ko00311,ko01100,ko01210,ko01230
18	2-Aminoethanesulfonic Acid	16.6846683551286	16.3299113506801	16.7637945137136	16.1415754852244	16.8505721899716	17.3702725151831	16.8975664968911	16.6771731615765	16.6986170076391	16.2773769326168	HMDB0000251	ko00120,ko00430,ko00920,ko01100,ko02010,ko04080
19	2-Hydroxybutanoic Acid	13.1245006526586	12.7202242986976	13.020528771538	13.2270016647404	13.5450984163615	12.8316435029983	13.0232666877711	13.0815769716401	13.8376223458697	13.3958318183391	HMDB0000008	ko00640
20	2,3-Dihydroxybenzoic acid	12.8004102296868	12.4085078838631	12.5881757959355	12.1609736710746	18.3822361249851	18.7004216630108	14.2176653960937	14.2753031350889	12.9774802554367	13.3139246907097	HMDB0000397	-
