clade_name	WT_M_3_1	WT_M_3_2	WT_M_3_3	WT_M_3_4	WT_M_3_5	WT_M_3_6	WT_M_1_5	WT_M_1_4	WT_M_1_3	WT_M_1_2	WT_F_3_1	WT_F_3_2	WT_F_3_3	WT_F_3_4	WT_F_3_5	WT_F_3_6	WT_F_3_7	WT_F_3_8	WT_F_1_5	WT_F_1_4	WT_F_1_3	WT_F_1_2	WT_F_1_1	W_M_3_8	W_M_3_7	W_M_3_6	W_M_3_5	W_M_3_4	W_M_3_3	W_M_3_2	W_M_3_1	W_M_1_8	W_M_1_7	W_M_1_6	W_M_1_5	W_M_1_4	W_M_1_3	W_M_1_2	W_M_1_1	W_F_3_8	W_F_3_7	W_F_3_6	W_F_3_5	W_F_3_4	W_F_3_3	W_F_3_2	W_F_3_1	W_F_1_8	W_F_1_6	W_F_1_5	W_F_1_4	W_F_1_3	W_F_1_2	W_F_1_1	P_M_3_8	P_M_3_7	P_M_3_6	P_M_3_5	P_M_3_4	P_M_3_3	P_M_3_2	P_M_3_1	P_M_1_8	P_M_1_7	P_M_1_6	P_M_1_5	P_M_1_4	P_M_1_3	P_M_1_2	P_M_1_1	P_F_3_8	P_F_3_7	P_F_3_6	P_F_3_5	P_F_3_4	P_F_3_3	P_F_3_2	P_F_1_7	P_F_1_6	P_F_1_5	P_F_1_4	P_F_1_3	P_F_1_2	P_F_1_1	C_M_1_1	C_M_1_2	C_M_1_3	C_M_1_4	C_M_1_5	C_M_1_6	C_M_1_7	C_M_1_8	C_M_1_9	C_M_1_10	C_M_1_11	C_M_1_12	C_F_1_1	C_F_1_2	C_F_1_3	C_F_1_4	C_F_1_5	C_F_1_6	C_F_1_7	C_F_1_8	C_F_1_9	C_F_1_10	C_F_1_11	C_F_1_12	C_F_1_13	C_F_1_14	B_M_3_6	B_M_3_4	B_M_3_3	B_M_3_2	B_M_3_1	B_M_1_1	B_M_1_2	B_M_1_3	B_M_1_4	B_M_1_5	B_M_1_6	B_M_1_7	B_M_1_8	B_M_1_9	B_M_1_10	B_M_1_11	B_M_1_12	B_F_3_8	B_F_3_7	B_F_3_6	B_F_3_5	B_F_3_4	B_F_3_3	B_F_3_2	B_F_3_1	B_F_1_1	B_F_1_2	B_F_1_3	B_F_1_4	B_F_1_5	B_F_1_6	B_F_1_7	B_F_1_8	B_F_1_9	B_F_1_10	B_F_1_11	C_M_3_1	C_M_3_2	C_M_3_3	C_M_3_4	C_M_3_5	C_M_3_6	C_M_3_7	C_M_3_8	C_F_3_1	C_F_3_2	C_F_3_3	C_F_3_4	C_F_3_5	C_F_3_6	C_F_3_7	C_F_3_8
Bacteroides_caecimuris	0	0.69125	0.00395	0.03324	0	0.13405	0.12428	0.10844	0.56512	0.10629	0	0	0	0	0	0.00351	0	0.53415	0.28534	0.19502	0.20855	0.04043	0.03896	0.23034	1.50966	1.81143	1.63424	1.95459	1.52839	0.88828	3.15347	0.62278	0.77175	0.5021	0.2485	0.14127	0.62624	0.17999	0.45781	0.66537	1.56314	0.38564	0.62589	1.81527	0.67504	1.82353	0.41283	1.47621	0.63997	1.94006	0.23212	0.43962	0.47804	0.06366	0.47378	0.67803	0.03095	0.6735	0.32153	0.59334	0.18215	0.84601	0.41033	0.59483	0.71831	0.57024	0.56013	4.20394	0.14217	0.04397	1.15933	0.58776	0.71182	0.73229	2.83023	0.56052	0.64295	1.08868	0.59559	0.7843	1.89746	1.34986	1.20606	0.35214	0.23284	0.03944	0.07398	0.02299	0.39192	0.03922	0.01655	0.22301	0.28736	0.02623	0.06399	0.06724	0.07791	0.04118	0.16575	0.08909	0.0205	0.31961	0.71038	0.51934	0.03412	0.47665	0.30804	0.02541	0.02382	0.04368	2.20154	1.45069	7.33126	0.47061	0.93328	1.25289	0.27512	0.22017	0.26697	0.12548	0.20364	1.69835	0.86994	1.57603	0.05522	0.87337	1.51004	0.29799	2.11496	3.2011	2.23528	2.57381	3.09709	0.48782	3.3956	0.37557	0.11449	0.41362	0.38736	1.55911	0.24956	0.14412	2.74975	0.11487	0.74601	0.6391	1.29633	1.14879	0.03843	0.13	0.22793	0.48201	0.36205	0.12009	0.21846	1.27381	3.25241	0.07433	0.14248	0.12081	0.07343	0.72509
Bacteroides_faecichinchillae	0	0	0	0	0	0.00247	0.00204	0	0.00309	0	0	0	0	0	0	0	0	0.04478	0.08887	0.0052	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.09024	0.12601	0	0	0	0	0	0	0	0	0	0	0	0.22907	0	0	0.10623	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.24786	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteroides_intestinalis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01021	0.14571	0	0	0	0	0	0.20675	0.63953	0.1682	0	0	0	0.14516	0.55829	0	0.87385	0	0	0	0.39858	0.27379	0.01536	0	0.00618	0	0	0	0	0	0	0	0.10583	0	0.0158	0.02267	0	0	0	0.14987	0	0	0.06794	0.00801	0	0	0.02851	0.00956	0.42405	0	0	0	0	0.03689	0	0.01902	0	0	0	0.00232	0.12575	0.07247	0.06535	0.11283	0.282	0	0	0	0.01025	0	0.00544	0	0	0	0	0	0.00458	0	0	0	0	0	0	0	0	0	0.01095	0	0.00567	0	0.00108	0	0.01012	0	0.27164	0.37809	0.07343	0	0	0	0.09789	0	0	1.22541	0.02629	0	0.10393	0	0.21804	0	0	0	0	0	0	0	0	0	0	0.30659	0.07355	0	0	0	0	0	0	0	0	0.05523	0.02383	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteroides_massiliensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01408	2.39494	0	0.81431	0	0	0	0	0	0	0	0	0	0	0.81411	0.69742	0.20458	0	0.2228	0.22147	1.96581	0.34849	2.34751	0	0.11759	0	0.08373	0.40784	0	0	0.23943	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02137	0	0.02377	0	0	0	0.01195	0	0	0	0	0	0.58331	0.06837	0.57592	0	0.38583	0	0.57653	0	0.14068	0	0.74839	0	0.3836	0	1.92006	0	3.48424	0	0	0.14842	0	0.2636	0	0	0.67166	0	0.95719	0	0	0	0.77804	0.23406	0.51809	1.47821	0.93627	0.36054	0.6613	0.74926	1.66421	0.15901	0.136	0.25911	0	0.52688	0	0	0.21993	0	0.07537	0	0.69467	0.21372	0.45476	0.17958	0.30176	0.09168	0.48676	0.81733	0.1875	0.675	1.16034	0.5978	0.65831	1.25498	0.34937	3.28969
Bacteroides_nordii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.11752	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteroides_sartorii	0	0	0	0	0	0.31512	0.21487	0.14845	0.29383	0	0	0	0	0	0	0	0	0.18943	1.80781	5.73985	0.50451	0	6.34596	0	1.11582	2.79778	1.58103	3.17004	0.06843	1.64503	0.76059	1.5415	0.57798	0.3029	0.08659	0.04831	1.12637	0	0.01092	0	1.09269	0	0	0.1338	0.17029	0.03943	2.56514	0	0.13195	0	0.00964	0.22565	0.2913	0.01475	1.81361	2.14289	0.0111	2.94051	0.15171	0.91701	0.21073	3.76268	0.17074	0.40878	2.72752	5.1862	0.07397	4.15087	0.56839	1.47446	1.42225	0.25915	3.08658	0.59322	4.35214	1.56293	2.55806	1.41995	0.78897	1.2584	0.00117	0.08345	1.56674	0.14264	0.00227	0.00882	0	0.034	1.21012	0.00984	0.00282	0.13281	0.60898	0.32794	1.40171	1.84052	0	0	0	0.04817	0.14199	0.11394	0	0.25896	0	0.26919	0.11859	0.43481	0.10738	0.09234	0.20416	0.65209	0.11687	0.91681	1.2216	0.04006	0.19219	0.06349	0.07463	1.57285	0.03644	1.14207	0.01087	0.19297	0.07396	0.75424	0.13357	0	0	0	0	0	0	0	0	0	0	0	0.38036	0	0.02646	0.39294	0	0.10005	0	0.09938	0	0	0	0	0.00398	0	0	0	0	0	0	0	0	0	0.00823	0
Bacteroides_stercorirosoris	0	0	0	0.05448	0	1.13842	0.80045	0.80691	0.42559	0	0	0	0	0.45072	0	0	0	0.3234	0.4341	0.63431	0.30395	0	0.73445	0.02235	1.13509	0	0.84091	0.75506	0.21577	0.14063	0	0.11053	0.17771	0.0703	0.7982	0.18975	0.68078	0.12027	0.22189	0	0	0	0	0.05416	0.23229	0.18869	0	0	0.09016	0	0.03712	0.0818	0.08667	0.00918	0.48716	0.29561	0.12167	0.57003	0.17681	0.12028	0.01058	0.23002	0.03416	0.34601	0.23432	0.88793	0.02168	1.27549	0.11669	0.25451	0.19463	0.02103	0.21505	0.12693	0.23128	0.13705	0.26228	0.46053	0.60548	0.06602	0.08233	0.28268	0.09883	0.02771	0.03595	0.05013	0.02618	0.11415	0.57022	0.15221	0.00403	0.01369	0.02661	0.02987	0.12061	0.24172	0.0035	0.04743	0.0016	0	0	0.19494	0.14442	0.20409	0	0.18069	0.1075	0.05215	0	0.14592	1.25865	1.48746	2.33483	0.0699	1.13247	0.05584	0.31393	0.2134	0.08771	0.10674	0.39045	0.37809	0.77741	0.21457	0.11815	0.61792	0.35653	0.12611	0.03694	0.46773	0.18879	0.44744	0.55815	0.46835	0.41213	0.01661	0.18716	0.05246	0.2262	0.75027	0.02968	0.17913	0.49916	0.18869	0.16243	0.07697	0	0	0	0.01026	0.01521	0.08758	0.6727	0.01777	0.00785	0.00747	0	0	0.06224	0	0.11372	0.00647
Bacteroides_thetaiotaomicron	0.32899	0	0.26158	0.05173	0.1343	0.00862	0.00079	0	0	0	0	2.05918	1.13533	0	0	2.97945	1.8089	0	0	0	0	1.79257	0	4.36342	1.87231	0	1.08209	1.85794	0	0	0	0	0	0	0.6106	0	1.26954	0	0	0.57536	9.95053	2.1967	3.00117	0	0	0	1.81761	0.27335	1.19724	1.19562	0	1.94942	1.78578	0	0	1.99073	0.07722	0	0.35065	0.09573	0.07954	0	0	0.36235	0.62804	0.68172	0	0	0.17081	1.2086	1.93584	0	0	0	0	0	1.53403	0.78117	0	0.64833	0	0	0	0	1.44685	0	0.00571	0	0.22204	0	0.0368	0	8.56779	0	0	5.12833	0.03224	3.4554	0	0	0	0.19841	0.23635	1.69751	0	1.6296	0	0.15666	0	0.18463	0	2.24103	15.9841	0.27063	1.36336	0	0.1852	0.38327	0.11622	0.12304	5.20985	0	6.81839	0	1.14474	0	0	0	11.75372	10.34775	0	1.15722	0.36187	1.07458	0.6887	0	0.7872	0.16447	0.09679	1.38085	0.02004	0	2.86355	0	0.53541	0	0.05408	0.20136	0	0.17457	0.26477	0.02916	0.06544	0.07148	0.02574	0.08857	0	0	0.03522	0.04643	0	0
Bacteroides_uniformis	1.92753	1.19324	1.60703	0.8399	0.79509	1.67063	0.92157	0.8347	1.22538	1.80476	1.92331	2.93542	2.98564	3.41749	1.57043	19.49937	9.34311	0.70834	4.12383	9.79861	6.03914	10.86542	5.0124	0.06005	0.91163	0.09276	0.76906	4.06611	2.084	1.76485	0.40932	0.50159	0.41017	0.1235	0.04849	1.66407	0.01954	0.51733	0.66413	1.63682	0	2.54579	0.56515	1.13952	0.58223	0.36381	0	0.39618	0.06932	1.41957	0.00831	1.09196	1.16531	0.07483	0.07623	0.29516	0.55204	1.17336	0.02649	0.74117	0.13129	0.10156	0.05548	2.60072	0.43175	0.26094	0.0373	0.68699	0.73558	5.70211	3.87722	0.78211	0.54915	0.76856	2.18774	0.30956	1.8264	3.01394	0.65141	0.68088	0.0073	0.28033	0.14127	0.15016	0	0.84363	0.01159	0.56591	0.31359	0.00965	0.01405	0.34023	0.11622	0.71423	0.63401	0.06413	0	0.00055	0	0.1359	0	0.15355	0	0.36599	0	0.44165	0.09317	0.34478	0	0.96485	0.16106	1.1793	1.72514	0.11078	4.45704	0.25198	0.07889	0.01787	0.00036	0.211	0.47294	0.07622	0.00054	0.78506	2.03804	0.62959	0.31757	0.08869	0	0	5.29482	2.44215	1.00215	0	0.23378	0	2.54408	0.2267	0.13466	0.37293	0	0.01599	0.00454	0.01884	0.01621	0.17695	0	0	0	0.10452	0.17856	0.03747	0.11941	0.03127	0	0	0.47947	0	0.04836	0	0	0
Bacteroides_vulgatus	0	9.77299	0	0	0	1.27937	0.80356	0.61543	1.51654	0	0	0	0	0	0	0	0	0.76306	11.1959	18.06852	8.09257	0	21.53362	2.55328	15.09706	10.06869	7.54947	10.31525	3.90974	9.75042	0.92172	0.77353	0.79499	0.66838	0.76677	1.00108	3.81432	3.1511	2.25415	1.15823	7.44483	6.12701	0.75489	5.61987	3.35462	11.52384	5.41169	0.51184	2.2033	1.00824	1.23246	2.20659	2.3992	0.94998	1.82039	4.35108	0.43908	11.37212	2.05312	6.41056	0.82304	2.72288	0.53411	6.83355	4.00215	14.42514	0.89698	9.47096	4.05175	14.44707	5.31029	3.71002	7.92651	5.75774	7.81127	8.8701	3.04277	16.16892	5.51196	9.36962	8.74371	7.06428	2.15565	1.77175	0.0615	1.24848	0.45055	0.35478	6.77968	2.44063	0.01246	1.91831	1.65492	0.44875	1.57311	5.23355	0.51882	0.8407	1.66048	0.27935	4.91144	0.94083	2.99817	1.92577	0.35134	1.96949	0.79805	2.12166	5.31758	3.78567	11.59489	5.89781	9.30757	2.96092	1.28762	1.19155	3.34741	1.94159	1.33582	1.80347	3.81813	2.04977	3.89569	3.47663	1.04647	0.38628	1.0643	0.14099	5.54527	3.1172	5.43641	1.11942	1.30033	3.47743	5.73429	0.52811	0.6104	0.59848	4.3471	2.09923	0.37146	1.46329	1.85518	0.37721	1.53701	0.37884	6.91902	0.92376	2.61557	0.19873	0.68185	0.45038	2.11742	2.03053	0.86824	2.26153	1.53168	4.24033	1.18793	6.79681	3.03087	22.03561
Muribaculaceae_bacterium_DSM_103720	3.46455	1.4058	2.28513	1.07852	0.13627	4.80374	3.92951	3.85718	8.51615	0.42032	2.5996	2.09925	4.60377	7.3455	6.79457	12.92039	10.35842	4.74346	9.31602	11.21389	13.14642	20.81917	0.32343	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00211	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Muribaculum_intestinale	2.10477	1.5533	1.52166	0.00054	1.11076	7.97669	4.81837	4.80387	5.22277	1.34362	1.70814	1.61983	2.05731	10.40796	0.39031	2.34256	5.83272	1.03864	0.41594	9.9253	9.24921	4.54936	4.00577	6.35684	0	1.7119	0.02858	7.56011	16.673	13.97381	3.86887	6.22221	0.02148	8.71193	9.03975	0.03861	13.87449	4.37823	4.94955	8.5535	0.02063	16.927	20.36964	17.66952	8.92695	1.84502	0.00201	14.35731	9.411	23.29053	25.78014	13.51136	14.10408	19.90885	4.60289	0.00328	21.98441	0.65917	11.36427	0	0	12.37721	3.10073	3.87375	3.59753	7.51538	7.69021	10.62016	1.12676	4.49652	6.7931	7.21891	6.41415	19.969	12.39342	19.03094	6.86677	3.56693	2.64097	8.6617	0.20133	5.59355	5.1999	10.65919	5.91333	4.90367	0.2572	5.39359	2.18282	6.38486	1.45632	1.54559	0.3567	4.75937	15.47271	17.01511	4.81292	9.78461	12.19812	2.75454	0	7.77486	4.72069	3.21232	8.62479	4.35129	27.25864	0.46773	0	0.9843	4.31773	4.76651	0.16067	24.78623	7.44578	9.5918	7.57123	8.82756	12.59257	16.65781	6.98886	9.12261	7.62339	2.54338	9.16603	7.20112	8.91889	14.17655	13.6389	27.33238	14.51417	21.95636	23.82346	8.78429	19.8572	14.42905	12.141	10.95231	9.21116	13.31506	6.90931	11.32273	8.51965	15.99335	14.62499	13.98122	12.82233	16.00111	0	1.55012	5.72117	1.04709	5.73518	1.94409	1.43863	0.75388	1.88533	0	1.77957	0.02549	0.00196	0
Butyricimonas_synergistica	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00867	0.00236	0	0	0	0	0	0	0	0	0	0.00102	0	0.00093	0	0	0	0	0	0	0	0	0.00069	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00016	0	0	0	0	0	0	0.00014	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00047	0.00118	0	0	0.00262	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00104	0.00288	0	0	0	0	0.00087	0	0	0
Butyricimonas_virosa	0	0	0	5.88454	0	3.69869	2.31121	2.18903	5.81199	0	0	12.66034	0	0	0	0.00872	0	4.29435	9.9028	5.08555	1.50074	0	1.92576	0	0.90243	0.49175	0.92872	0.98763	0.6062	1.22884	0.4945	0.76511	0.26169	0.16157	0.27333	0.08272	0.11337	0.2942	0.25224	1.06416	0.95663	0.8641	0.4295	1.54641	0.55607	1.20338	0.38143	0.10432	0.09804	0.04243	0.04032	0.49481	0.51328	0.0163	0.40393	0.65409	0.33669	1.45998	1.76302	0.58794	0.112	0.45581	0.2418	0.34588	0.32325	1.45662	0.33157	0.42668	0.97223	0.83985	0.77624	0.79515	2.32894	1.44732	0.34909	1.05471	0.57536	3.91985	1.21786	1.93938	0.75671	0.64546	0.69899	0.05826	0.14946	0.32125	0.05541	0.45601	2.00954	0.454	0.06594	0.49879	0.09506	0.42786	0.4934	0.65258	0.64725	0.17148	0.24698	0.15932	0.1626	0.78283	1.79507	0.69646	0.0692	0.7311	0.03287	0.15075	0.07967	0.92403	3.53627	1.28668	0.06458	0.05938	1.53837	0.22196	0.38341	1.32105	0.32106	0.31233	0.62068	0.1514	0	0.51614	0.16623	0.52561	0.24509	0.76332	0.00093	0.79278	0.10167	0.33644	0.1408	2.07522	0.32802	0.66219	0.4135	0.22243	0.5672	0.6208	0.03016	0.42436	0.68256	0.19045	0.25113	0.01824	0.28179	0.28688	0.04341	0.45254	0.47445	0.15085	1.09272	2.1625	0.44462	0.20796	0	0.70267	2.25227	1.98776	0.51405	0.16102
Prevotella_sp_MGM1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.65407	0	0	0	0	0.46857	1.13624	0	2.49006	0	0	0	0.65333	0.98702	0.66148	0.56178	1.54558	0.50862	0.58974	0	6.978	0.08219	0.99233	0.29496	0.79914	0.57206	0.4099	0.44847	1.24268	0.33237	0	1.1566	0	0.35332	0.25857	0.03166	0	0.10735	0.38571	0.75225	0.03634	0.99762	0	0	0.02506	0	0	0	0.99939	0	0	0	0	0	0	0	0	4.94597	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.31897	0	0	0	9.12765	2.12022	1.09185	0.13121	6.86808	0	0.29893	1.64341	0.24731	0.02754	0.00915	0.53356	0	0.1207	0.00249	0.61745	0	0.48137	0.1106	2.30842	0.02123	0.97602	2.15575	0.07009	1.01933	1.49291	0.43468	0.30345	0.06875	0.12409	0.03741	1.88961	0.06034	2.0722	0.04618	0.41268	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Prevotella_sp_MGM2	0	0	0	0	0	3.17168	2.01226	1.97586	9.94446	0	0	0	0	0	0	0	0	7.41199	13.49126	10.26628	3.21373	0	14.10939	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00477	0.01151	0	0	0	0.00872	0	0	0.01733	0	0	0	0.00994	0.00937	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.61476	0.00076	0.01803	0	0	0	0	0	0	0	0	0	0	0.00314	35.21156	0	0.0372	0	0	21.64222	4.5247	8.61141	0.86837	8.10703	34.35266	17.5205	7.62459	32.31445	0	15.89004	11.67744	65.73905	0.03804	0.02098	26.10019	0	0	36.13644	0	48.73299	9.47008	12.57042	4.52977	28.39618	7.19726	12.25331	47.41531	10.95373	54.4778	15.66274	0	0	0	0	0	0	0	0	0	0	0	0	0	0.09021	0.00399	0
Alistipes_indistinctus	0	0	0	0	0	0.18764	0.08543	0.08409	0.08104	0	0	0	0	0	0	0	0	0.15	0.21118	0.12814	0.20037	0	0.01571	0	0.15716	0.05484	0.25085	0.14284	0.0246	0.03006	0.63844	0.03267	0.0251	0.05226	0.10957	0.01327	0.08186	0.04434	0.15619	0.58459	0.14057	0.11993	0.16784	0.01664	0.00837	0.18291	0.17563	0.05813	0.06826	0.07283	0.07537	0.0754	0.06852	0.03828	0.0771	0.0754	0.01106	0.01898	0	0.04518	0.00486	0.15004	0.04953	0.08217	0.01717	0.11803	0	0.13432	0.01538	0	0.16355	0.02462	0.1817	0.07675	0.12909	0.05297	0.07064	0.1279	0.05387	0.09424	0.18379	0.15082	0.12254	0.02617	0.04575	0.03896	0.01274	0.09149	0.03707	0.03766	0.00321	0.05091	0.01502	0.0067	0.0101	0.00435	0.07069	0.05453	0.03077	0.0391	0.01127	0.0846	0.11196	0	0.0073	0	0.06989	0	0.00218	0	0.59023	0.36424	0.29929	0.01432	0.1767	0.04748	0.17407	0.17952	0.48263	0.12417	0.14775	0.25398	0.12073	0.22825	0.05986	0.21492	0.17973	0.44973	0.18338	0.49712	0.05438	0.29097	0.33334	0.23343	0.24717	0.29586	0.15378	0.26545	0.13465	0.24083	0.02907	0.15926	0.26563	0.19812	0.14974	0.05067	0.06463	0.22012	0.03244	0.03041	0.01282	0.00835	0.08063	0.1997	0.0942	0.11971	0.0235	0.12969	0.32301	0.08854	0.23909	0.00535
Alistipes_shahii	0	0	0	0.02635	0	0.03982	0.02762	0.02293	0.02103	0	0	0.00759	0	0	0	0	0	0.01025	0.02062	0.00305	0.00311	0	0.00051	0.00734	0.00848	0.3785	0.05689	0.55057	0.66011	0.3932	0.72653	0.33241	0.72661	0.24526	0.17378	0.10846	0.37652	0.03652	0.00596	0.2318	0.25002	0.38821	0.06222	0.44064	0.2686	1.20724	0.57489	0.01023	0.01692	0.01147	0.05046	0.14165	0.13862	0.0635	0.01631	0.02076	0.00095	0.10181	0.00732	0.0359	0.00653	0.10309	0.01758	0.0058	0.00944	0.01727	0.00918	0.06297	0.00901	0.00144	0.03283	0.00847	0.01938	0.01417	0.19531	0.01005	0.015	0.01888	0.00483	0.01063	0.0134	0.00717	0.00323	0.01441	0.23936	0.01762	0.11064	0.00474	0.40139	0.00783	0.02789	0.00221	0.39067	0.00307	0.00117	1.36038	0.00837	0.19238	0.08865	0.01675	0.01193	0.01976	0.2163	0.01786	0.01617	0.00512	0.16629	0.0048	0.00356	0.01168	0.38961	1.12816	0.38835	0.05797	0.38586	0.04139	0.00496	0.2996	0.00968	0.0051	0.07695	0.00861	0.00628	0.01409	0.02155	0.00099	0.05234	0.01959	0	0.01157	0.07134	0.18787	0.06787	0.00609	0.0533	0.01597	0.01382	0.00817	0.00438	0.00665	0	0.00413	0.00987	0.00277	0.00107	0.00148	0.03288	0.51839	0.00591	0.04258	0.01928	0.02349	0.04863	0.15308	0.03084	0.03959	0.06508	0.00756	0.18765	0.00951	0.01649	0.00305
Alistipes_timonensis	0	0	0	0.64654	0	2.99654	1.53551	1.54359	1.0082	0	0	0.12142	0	0	0	0	0	0.52574	0.48303	0.05721	0.09062	0	0.0108	0	0.80821	0	1.13717	0.17128	0.12529	0.30436	0	0	0.08616	0	0.30615	0	0.04536	0.72716	0.45065	0.13193	0.45329	0.13274	0.3135	0.11335	0.01924	0.35127	0.07313	0.42493	0.38483	0.12521	0.17235	0.39409	0.38084	0.05963	0.25298	0.2924	0.09113	0.04813	0.26039	0.78258	0.17049	0.0943	0.40333	0.25518	0.17538	0.34038	0.19461	0.4543	0.03787	0.0233	0.52448	0.11016	0.53566	0.31395	0.59395	0.60833	0.18051	0.50106	0.19235	0.61378	0.24728	0.31198	0.20788	0.09762	0.0021	0.30099	0	0.41104	0.00428	0.12242	0.00012	0.16777	0	0.16039	0.0097	0	0.23933	0	0.08727	0.04168	0.09471	0.10755	0.08561	0.11961	0.06566	0.1722	0.06443	0.17969	0.01542	0.24922	0.37324	0.62285	0.48446	0.24287	0.19446	0.14917	0.13933	0.26546	0.06589	0.16371	0.05674	0.18858	0.11703	0.13067	0.02634	0.02058	0.52494	0.21339	0	0.05479	0.0573	0.29158	0.18666	0.14869	0.09639	0.0951	0.05299	0.04914	0.09201	0.1996	0.00486	0.12127	0.16136	0.25437	0.03281	0.02992	0.2156	0.17386	0.05492	0.15681	0.05868	0.10691	0.26906	0.16964	0.09238	0.36102	0.059	0.4426	0.12268	0.42599	0.2901	0.05879
Parabacteroides_distasonis	0	0	0	0	0	1.80926	1.02267	1.03584	0.79541	0	0	0	0	0	0	0	0	4.12796	0.62153	3.60087	3.34074	0	4.49006	0.13708	0.77018	1.75354	1.23329	3.15843	1.2282	1.52094	3.61985	1.3124	0.33375	0.28328	1.37155	0.09373	2.06661	0.3187	0.90887	0.20238	1.05167	0.86996	0.3675	3.91773	0.35802	8.85424	0.05152	0.29044	0.33716	1.29442	2.94181	0.65449	0.65203	1.66505	0.17208	0	0.08331	1.27136	0.28863	0.33641	0.05003	0.52664	0.33939	3.26816	3.32217	3.71488	0.35634	3.22452	0.36569	0.42742	0.50451	0.43712	0.38647	0.44996	1.46703	0.68058	0.59095	0.31991	0.60289	2.59156	0.07068	1.28955	1.3716	0.45701	1.09877	0.26816	0.03071	0.35038	1.07148	0.39443	0.07843	1.20199	0.14888	0.10135	0.09031	0.39346	0.33256	4.29108	0.47866	0.11608	0.26652	0.53268	3.02618	0.30372	0.1127	0.31098	2.66438	1.22907	0.31181	1.00486	0.55849	0.42482	1.04212	0.13212	0.52627	0.77661	1.38928	0.33297	0.10169	0.51078	2.69408	0.8668	1.43765	1.3294	0.15247	0.42944	2.13547	0.05457	0.31783	0.84968	9.44609	5.37604	2.51054	8.13238	1.52584	0.6172	4.59559	1.33501	0.15624	3.47418	0.1223	0.25578	19.66884	0.67631	4.39376	0.94723	1.59942	1.47563	0.02342	0.01237	0.02811	0.11795	0.26818	0.24603	0.55751	3.69106	1.21405	0.05477	0.27016	0.32498	1.07936	0.66947
