clade_name	WT_M_3_1	WT_M_3_2	WT_M_3_3	WT_M_3_4	WT_M_3_5	WT_M_3_6	WT_M_1_5	WT_M_1_4	WT_M_1_3	WT_M_1_2	WT_F_3_1	WT_F_3_2	WT_F_3_3	WT_F_3_4	WT_F_3_5	WT_F_3_6	WT_F_3_7	WT_F_3_8	WT_F_1_5	WT_F_1_4	WT_F_1_3	WT_F_1_2	WT_F_1_1	W_M_3_8	W_M_3_7	W_M_3_6	W_M_3_5	W_M_3_4	W_M_3_3	W_M_3_2	W_M_3_1	W_M_1_8	W_M_1_7	W_M_1_6	W_M_1_5	W_M_1_4	W_M_1_3	W_M_1_2	W_M_1_1	W_F_3_8	W_F_3_7	W_F_3_6	W_F_3_5	W_F_3_4	W_F_3_3	W_F_3_2	W_F_3_1	W_F_1_8	W_F_1_6	W_F_1_5	W_F_1_4	W_F_1_3	W_F_1_2	W_F_1_1	P_M_3_8	P_M_3_7	P_M_3_6	P_M_3_5	P_M_3_4	P_M_3_3	P_M_3_2	P_M_3_1	P_M_1_8	P_M_1_7	P_M_1_6	P_M_1_5	P_M_1_4	P_M_1_3	P_M_1_2	P_M_1_1	P_F_3_8	P_F_3_7	P_F_3_6	P_F_3_5	P_F_3_4	P_F_3_3	P_F_3_2	P_F_1_7	P_F_1_6	P_F_1_5	P_F_1_4	P_F_1_3	P_F_1_2	P_F_1_1	C_M_1_1	C_M_1_2	C_M_1_3	C_M_1_4	C_M_1_5	C_M_1_6	C_M_1_7	C_M_1_8	C_M_1_9	C_M_1_10	C_M_1_11	C_M_1_12	C_F_1_1	C_F_1_2	C_F_1_3	C_F_1_4	C_F_1_5	C_F_1_6	C_F_1_7	C_F_1_8	C_F_1_9	C_F_1_10	C_F_1_11	C_F_1_12	C_F_1_13	C_F_1_14	B_M_3_6	B_M_3_4	B_M_3_3	B_M_3_2	B_M_3_1	B_M_1_1	B_M_1_2	B_M_1_3	B_M_1_4	B_M_1_5	B_M_1_6	B_M_1_7	B_M_1_8	B_M_1_9	B_M_1_10	B_M_1_11	B_M_1_12	B_F_3_8	B_F_3_7	B_F_3_6	B_F_3_5	B_F_3_4	B_F_3_3	B_F_3_2	B_F_3_1	B_F_1_1	B_F_1_2	B_F_1_3	B_F_1_4	B_F_1_5	B_F_1_6	B_F_1_7	B_F_1_8	B_F_1_9	B_F_1_10	B_F_1_11	C_M_3_1	C_M_3_2	C_M_3_3	C_M_3_4	C_M_3_5	C_M_3_6	C_M_3_7	C_M_3_8	C_F_3_1	C_F_3_2	C_F_3_3	C_F_3_4	C_F_3_5	C_F_3_6	C_F_3_7	C_F_3_8
Parabacteroides_goldsteinii	2.47116	4.12335	1.74912	0.17694	0.63811	2.44167	1.38034	1.23906	0.80513	2.86247	1.31669	2.36858	0.64968	0.7233	1.78163	3.91079	1.54002	0.54634	17.61555	14.30176	7.04064	1.57494	23.66198	1.51422	0.19999	7.04215	0.59455	2.85337	0.45133	1.76886	6.301	1.98097	0.20106	0.6677	1.36805	0.27877	1.75377	0.66237	0.10859	0.14804	0.16839	0.32537	0.00756	0.67827	0.58385	1.11778	0.57525	0	0.0311	0.00982	0.41478	0.84377	0.99385	0.05298	0.49111	8.04554	0.35165	6.27818	0.70178	0.02486	0.00338	1.77603	0.69991	6.71648	1.892	1.58589	0.19375	1.38422	0.26328	0.06639	3.72084	1.21854	1.8996	1.02824	4.23731	0.23444	4.00371	4.84583	5.25476	2.25218	0.09939	2.0838	0.88466	0.49483	0.01281	0.93252	0.03164	0.66912	4.7875	0.86174	0.1609	0.62116	0.58239	0.30079	0.62008	1.47813	0.20539	0.15323	0.16156	0.21392	0.44532	0.40143	0.60048	0.21511	0.05177	0.06997	0.15715	0.24446	0.17057	0.60396	2.49579	0.85461	0.72922	3.98866	0.81357	0.4961	1.77689	0.30723	0.31545	0.49594	0.55781	2.59772	1.92556	0.73142	0.49034	1.05601	1.60389	0.13063	0.0143	0.17334	0.74369	0.3224	0.26448	2.59829	1.32773	1.21425	0.23638	0.16688	1.84653	1.51732	0.09618	0.95368	2.0434	0.91301	0.56763	0.18736	0.54215	0.14627	0.30224	0.08653	0.3159	0.02112	0.3483	0.37432	0.0682	0.05739	4.13652	0.66874	0.10749	0.36159	2.07767	0.4745
Parabacteroides_johnsonii	0	0	0	0	0	0.11205	0.06193	0.0442	0.01259	0	0	0	0	0	0	0	0	0.01318	0	0.02124	0.00966	0	0.42293	0	0.20721	0.36918	0.02535	0.53544	0.00097	0.06041	0.35508	0.15911	0.00475	0.03249	0.27598	0.00057	0.45042	0.02672	0.02284	0.078	0.01788	0.01706	0.03682	0.05878	0.00306	0.05791	0.07323	0.01213	0.02026	0.00249	0.02214	0.01975	0.02369	0.01762	0.07203	0.10859	0	0.01875	0.0131	0.17798	0.01232	0.24926	0.0182	0.0049	0.01522	0.05254	0	0.02699	0.00622	0.03241	0.26367	0.03728	0.14398	0.01958	0.51813	0.32016	0.11915	0.12577	0.05396	0.20621	0.2556	0.07604	0.14171	0.01329	0	0	0	0	0.00799	0	0	0	0	0	0	0	0.02963	0.00048	0	0.00043	0.00289	0.00377	0.00179	0.00332	0	0.00794	0.01934	0.0289	0	0.0422	0.01948	0.08051	0.06699	0	0.01802	0	0.05458	0.03274	0.06795	0.01843	0.00579	0.03754	0.002	0.03945	0.00178	0.0565	0	0.0014	0.00524	0.03696	0.00304	0.11185	0.05828	0.07544	0.07567	0.00596	0.00405	0.00299	0.00133	0.01165	0	0	0.02804	0	0.00771	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Parabacteroides_merdae	0	0	0	7.21071	0	0	0	0	0	0	0	0	0	0	0	0.01406	0	3.30235	2.12046	0	0	0	0	0	0.00262	0	0.01502	0	5.27687	3.66562	0	0	0.87179	0	0	2.245	0	0	0	0.00501	3.53526	2.88757	0.03239	1.49141	0.0433	4.10209	0.91393	0	0.13489	0.01543	0.53695	1.33138	1.38636	0.36139	0	0	2.27107	0	1.05779	0	0	0	0	1.13713	5.50704	9.52885	0.05018	0	0.62449	5.07144	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.94456	0	0.44859	0.67665	0.37469	0.01135	0.70826	0	0.79242	1.77932	1.3409	0.00212	0	0.51167	0	1.12357	0	0.05985	0	0.15421	0	0.44522	0	0.93428	0	0.22477	0.12042	0	5.73626	1.27495	1.1775	0	0	0	0	0	0	0	0	1.279	0	0.97149	0.00303	0	0	0.00109	0.00834	0	0.00173	0	0	2.62029	1.06126	2.93383	0.00374	0.42902	0	0.00117	0	0.0012	0	0.32695	0.22552	0.17734	0	0	0.09096	0.21411	0	0.20375	1.05721	0.04485	0.46691	0	0.41064	0.56612	2.61354
Sphingobacterium_paucimobilis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0636	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mucispirillum_schaedleri	2.0508	0.24085	2.7846	4.51257	6.91708	0.19844	0.39594	0.36989	0.46721	3.66091	0	0	0.03292	16.55279	0.06497	13.14932	0.47258	1.10926	0.05304	0.05492	1.78948	4.56645	0.21196	3.10774	1.41981	2.97782	6.19935	6.79795	0.80393	2.36144	0.37064	0.54808	1.83985	5.86164	0.09213	0.05164	1.14498	1.66241	2.35806	8.33331	11.59752	1.74996	18.60726	3.67615	2.60898	9.12421	6.51503	0.01655	0.01393	0.005	0.65212	0.00405	0.00953	0.39166	3.36512	1.63584	0.49266	36.3379	7.13677	14.13772	28.83722	5.86036	2.43305	0.18865	0.10201	0.06493	1.13068	0.38015	4.20165	1.05714	0.09058	1.79142	0.6708	0.11061	0.90431	1.15527	0.39595	2.51634	2.43173	20.98264	0.6804	1.93802	0.0749	1.75201	0.07896	0.5077	0.62395	0.17025	4.30264	1.05079	0.086	1.6278	0.09828	0.75097	0.57519	0.18221	2.0064	0.01474	1.52837	0.05325	0.03379	0.08723	0.90022	2.86304	1.78636	4.81502	0.05822	0.09659	0.38423	2.54949	1.55922	1.42978	13.67078	0.06838	0.1181	0.17021	0.01646	18.60182	1.00343	0.25212	0.31673	0.5674	0.12005	0.19345	0.08262	3.90538	0.02605	0.0893	1.4626	6.34128	0.01377	5.79108	0.57202	2.18035	10.89565	4.74939	0.5183	2.37797	0.08328	1.34213	0.09323	4.48418	0.06225	0.05992	0.02728	0.00315	0.77143	0.12055	0.00054	8.58774	0.19161	0.12564	4.76098	4.40665	0.08438	0.36564	6.4795	4.95702	3.74169	2.02583	0.02079	0.81589
Jeotgalicoccus_halotolerans	0	0	0.00146	0	0.00931	0.02397	0.01614	0.01337	0.01818	0.00119	0	0.00752	0	0	0	0.03003	0.00889	0	0.01718	0	0.00321	0	0.00056	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00358	0	0.00266	0.00211	0	0	0	0	0.00918	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00045	0.00163	0	0	0	0.00046	0	0.00089	0	0	0	0	0	0	0.00283	0	0	0	0	0	0	0	0.0008	0	0	0.00318	0	0	0.00065	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00422	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Staphylococcus_equorum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00196	0	0	0	0.02961	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Staphylococcus_lentus	0.00041	0	0.00197	0	0.03071	0	0	0	0	0	0.0032	0.21996	0.00227	0.00627	0.01155	1.72902	0.50971	0	0.01734	0	0.03201	0.54602	0.03358	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02444	0.01702	0.00542	0.00296	0	0.18597	0.02462	0	0	0	0	0.00303	0	0	0	0	0.00667	0.02413	0.01013	0.01199	0.08101	0	0	0.00033	0	0	0	0	0	0	0	0	0	0	0	0	0	0.002	0.00826	0	0	0.00104	0	0	0	0	0	0	0	0	0	0.00365	0	0	0	0	0	0	0	0	0	0	0.00711	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Staphylococcus_nepalensis	0	0	0	0	0	0	0	0	0	0	0	0.00538	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00669	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Aerococcaceae_bacterium	0	0	0	0	0	0	0	0	0.00505	0	0	0	0	0	0	0.12161	0.06348	0	0	0	0	0.05807	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00152	0	0.00029	0.00932	0	0	0.00163	0	0	0.00114	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00395	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01097	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Aerococcus_urinaeequi	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00471	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0082	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00068	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00054	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Enterococcus_avium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00873	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Enterococcus_faecalis	0	0	0	0.00506	0	0	0	0	0	0	0.01722	0	0	0	0	0.00671	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Enterococcus_gallinarum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02591	0	0	0	0	0	0	0	0	0	0	0	0.00912	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0052	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Enterococcus_hirae	0	0	0	0	0	0.00335	0	0	0	0	0	0	0	0	0	0	0	0	0.1424	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00119	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02861	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00566	0	0	0	0	0	0	0	0	0	0	0.00301	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00679	0	0	0	0	0	0	0.01163	0.06748	0	0	0	0	0
Lactobacillus_acidophilus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01781	0	0.08831	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0317	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lactobacillus_intestinalis	0	0	0	0.00467	0	0	0	0	0	0	0	0	0	0.0964	0	0	0	0	0.41564	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lactobacillus_johnsonii	9.45233	1.08915	14.72548	6.83441	6.85374	0.02448	0.03772	0.04006	0	2.29646	0.5736	1.96871	5.01074	1.61259	0	3.34105	5.7389	0.82191	1.92631	0.09731	0.13445	15.87066	0.05064	1.05514	0.37146	1.74112	0.0732	0	0.09319	0.06989	0.62062	0.59739	0.38343	0.4114	0.06178	0.06747	0.46933	0.15331	0.07985	0.05699	0.82053	0.56767	0.1463	0.27082	0.512	0.29333	0.18428	0.10564	0.47074	0.19078	1.09435	0.09623	0.14962	0.12452	0.24399	0.09533	0.26039	1.02287	0.10547	0.3254	0.13095	0.41801	0.25594	0.91115	1.34662	0.42163	0.06927	3.34349	0.78888	0.31447	0.3554	0.07184	0.04241	0	0.43539	0.38475	0.48389	0.47637	0.24383	1.36286	0.04646	0.47828	0.19079	0.70956	0.00385	0.40058	0	0.33184	0	0.02426	0.01056	0.68428	0.02017	0.04359	0.20864	0	0.14238	0.10528	0.14852	0.01698	0.10604	0.1425	0.02441	0.47178	0.19979	0.16878	0.28395	0.14049	0.10605	0.24966	0	0.05627	1.00217	0.09311	0.21068	0.75341	0.20515	0.13766	0.04548	0.09291	0.19121	0.04857	0.20436	0.57735	0.02442	0.37348	0.26898	0.04438	0.32164	0.07744	0.38074	0.66663	0.67383	0.10814	0.08608	0.1325	0.0173	0.04557	0.21103	0.08248	0.24064	0.21587	0.19353	0.19559	0.49007	1.21022	0.01685	0.00832	0.02672	0	0	0.00231	0.00065	0.004	0	0.03549	0.08602	0.02447	0	0.03286	0	0.02213
Lactobacillus_murinus	0.3883	2.79741	0.42447	4.83149	0.26504	0.81122	0.73979	0.683	0.12204	2.96224	0.15996	1.38984	0.2138	0.17093	1.00196	5.52539	0.40062	0.79309	1.58126	0.52529	1.25352	0.89472	1.65208	1.15687	0.09553	0.29172	0.02103	0.52255	0.09034	0.0032	0.59735	1.32758	0.04273	0.05485	0.01983	0.02375	0.11018	0.03761	0.01552	0.12281	0.87959	0.19784	0.07733	7.51733	1.21586	1.76274	0.21578	0.02182	0.09808	0.3174	0.0899	0.08945	0.10414	0.14118	0.05329	0.14794	0.21158	0.08739	0.12753	0.08193	0.03059	0.24395	0.0385	0.77033	0.67696	0.0629	0.13287	0.86309	0.1807	0.2772	0.44451	0.11388	0.08787	0.14788	0.75185	0.27496	0.6691	0.07068	0.20085	0.67837	0.09761	0.35002	0.07689	0.39902	0.15627	0.19473	0.08563	0.17169	0.17299	0.04777	0.11478	0.59765	0.12528	0.05623	0.11801	0.60415	0.18083	0.33305	0.54372	0.0945	0.15098	0.12175	0.90404	0.2277	0.17064	0.06306	0.01014	0.12817	0.12847	0.11428	0.09535	0.3046	3.25073	0.01327	0.2268	0.1143	0.27082	0.13197	0.0779	0.0562	0.9254	0.04139	0.42527	0.14745	0.19782	0.99249	0.02791	0.1304	3.13325	0.18904	0.06839	0.26293	0.6898	0.04991	0.14757	0.41277	0.47718	0.38531	0.14698	0.44476	0.25594	0.03243	0.39412	0.1355	1.85127	0.6014	0.0958	0.40371	0.99381	0.3176	0.569	0.75118	0.15367	0.20032	0.0881	2.39965	0.84779	0.45673	0.11259	1.08397	0.91081	1.70546
Lactobacillus_reuteri	0	0	0	0.13782	0	0.22976	0.16388	0.12698	0.0291	0.87003	0.13465	0.1482	1.17315	0.5446	0.08202	0.84521	1.63813	0.73827	1.29522	0.01481	0.04123	3.14663	0.03525	0.31787	0.14627	0.32633	0.0586	0	0.04161	0.02893	0.09806	0.08072	0.04916	0.00282	0.02629	0.00866	0.15378	0.11741	0.02895	0	0.09152	0.21161	0.0681	0.39136	0.06584	0.2326	0.11719	0.02704	0.07907	0.14048	0.1804	0.09977	0.10009	0.05104	0.05312	0.00232	0.05061	0.06096	0.00075	0.06169	0.02421	0.04739	0.04212	0.22544	0.14907	0.04913	0	0.19504	0.04544	0.0825	0.12155	0.07184	0.01975	0	0.15671	0.25481	0.10574	0.02983	0.04601	0.20702	0.02025	0.19804	0.00601	0.17933	0	0.06528	0	0.11343	0	0	0.01335	0.0616	0	0.00791	0.06297	0.00694	0.13336	0.04434	0.10821	0.01232	0.03087	0.05506	0.00612	0.05659	0.07537	0.00618	0.10269	0.03292	0.05797	0.03748	0	0	0.80097	0.03599	0.05457	0.07477	0.1423	0.08921	0.04638	0.03861	0.00258	0.04253	0.01838	0.07484	0.00749	0.14989	0.06141	0.0787	0.2888	0.02903	0.11442	0.30844	0.16646	0.09901	0.03376	0.10426	0.02639	0.04079	0.09211	0.09967	0.05006	0.05318	0.10132	0.09553	0.13615	0.43796	0	0	0.01381	0	0	0.00333	0	0	0	0.02803	0.06182	0.0345	0	0.0662	0	0.08909
Streptococcus_acidominimus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01055	0	0.0188	0	0.04875	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01172	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00454	0	0	0	0	0	0	0	0	0	0	0	0	0
Clostridium_perfringens	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04524	0	0	0	0	0	0	0	0	0	0	0	0.07595	0	0	0	0	0	0	0	0	0	0	0.0037	0	0	0	0	0	0	0	0	0	0.05136	0.16896	0.03585	0	0	1.07989	0.03949	0	0	0	0	0	0	0	0	0	0	0	0	0	0.06198	0	0	0	0	0	0	0	0.01685	0	0.00544	0	0.00925	0.24801	0.01846	0	0.10275	0.00393	0.10414	0.17707	0.04165	0.22876	0.05128	0.00766	0.09604	0.02091	0.0713	0	0	0	0	0.08177	0.1595	0.19631	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.47195	0.0172	0.18562	0.00656	0.0631	0.03205	0.18016	0	0.14832	1.93318	0.25206	0.08202	0.00938	0.26771	0.9567	1.7632
Clostridium_sp_7_2_43FAA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.08576	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00638	0	0	0	0	0.00241	0.00117	0	0.00792	0	0.03041	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00647	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Clostridium_sp_ASF356	0	0.00027	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01056	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0292	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00174	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0253	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Clostridium_sp_ASF502	0.1356	0	0.30624	0.02802	0.20756	0.00263	0.01188	0.00598	0.17163	0.00045	0.00394	0.1936	0.10151	0.02534	0.17854	0.01817	0.00331	0	0.00613	0.00061	0.00432	0.02137	0.00034	0	0	0	0.00063	1.08276	0.00505	0	0.00964	0.00138	0.03289	0.0627	0.00722	0	0.00584	0	0.09338	0.08101	0.00145	0.00353	0.01855	0.00201	0.0094	0.00169	0.01315	0.00077	0.00181	0.01095	0.04294	0.00444	0.00748	0.00024	0.03794	0.00145	0.01141	0.03804	0.0597	0.01249	0.02616	0	0.03295	0.01746	0.00361	0	0	0.01359	0.06532	0	0.01411	0.03147	0	0	0.02388	0.00805	0.00302	0.00645	0.01216	0.01613	0	0.00345	0.00329	0.01639	0.03588	0.03618	0	0	0.07417	0.02329	0.00208	0.07263	0	0.00074	0.07447	0.00798	0.00502	0.00054	0.00185	0.05957	0.00119	0	0.07948	0.00812	0	0	0.00052	0.00154	0.00237	0.01027	0.25883	0.12979	0.27795	0.00399	0.00489	0.05097	0.03833	0.05338	0.19702	0.07668	0.03766	0.41962	0.04711	0.1745	0.04478	0.1193	0.0057	0.02754	0.07306	0.43629	0.01228	0.04344	0.08157	0.02177	0.41792	0.20485	0.05484	0.01837	0.05021	0.21242	0.28385	0.37162	0.0354	0.01579	0.11864	0.02085	0.01435	0.01878	0	0.09183	0.01467	0.05926	0.04415	0.03259	0.00013	0.05834	0.02969	0.03531	0	0.01795	0.01353	0.09248
Hungatella_hathewayi	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00278	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0913	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
