clade_name	WT_M_3_1	WT_M_3_2	WT_M_3_3	WT_M_3_4	WT_M_3_5	WT_M_1_1	WT_M_1_2	WT_M_1_3	WT_M_1_4	WT_F_3_1	WT_F_3_2	WT_F_3_3	WT_F_3_4	WT_F_3_5	WT_F_3_6	WT_F_1_1	WT_F_1_2	WT_F_1_3	WT_F_1_4	WT_F_1_5	WT_F_3_7	W_M_3_8	W_M_3_7	W_M_3_6	W_M_3_5	W_M_3_4	W_M_3_3	W_M_3_2	W_M_3_1	W_M_1_8	W_M_1_7	W_M_1_6	W_M_1_5	W_M_1_4	W_M_1_3	W_M_1_2	W_M_1_1	W_F_3_8	W_F_3_7	W_F_3_6	W_F_3_5	W_F_3_4	W_F_3_3	W_F_3_2	W_F_3_1	W_F_1_8	W_F_1_6	W_F_1_5	W_F_1_4	W_F_1_3	W_F_1_2	W_F_1_1	P_M_3_8	P_M_3_7	P_M_3_6	P_M_3_5	P_M_3_4	P_M_3_3	P_M_3_2	P_M_3_1	P_M_1_8	P_M_1_7	P_M_1_6	P_M_1_5	P_M_1_4	P_M_1_3	P_M_1_2	P_M_1_1	P_F_3_8	P_F_3_7	P_F_3_6	P_F_3_5	P_F_3_4	P_F_3_3	P_F_3_2	P_F_1_7	P_F_1_6	P_F_1_5	P_F_1_4	P_F_1_3	P_F_1_2	P_F_1_1	C_M_1_1	C_M_1_2	C_M_1_3	C_M_1_4	C_M_1_5	C_M_1_6	C_M_1_7	C_M_1_8	C_M_1_9	C_M_1_10	C_M_1_11	C_M_1_12	C_F_1_1	C_F_1_2	C_F_1_3	C_F_1_4	C_F_1_5	C_F_1_6	C_F_1_7	C_F_1_8	C_F_1_9	C_F_1_10	C_F_1_11	C_F_1_12	C_F_1_13	C_F_1_14	B_M_3_1	B_M_3_2	B_M_3_3	B_M_3_4	B_M_3_5	B_M_1_1	B_M_1_2	B_M_1_3	B_M_1_4	B_M_1_5	B_M_1_6	B_M_1_7	B_M_1_8	B_M_1_9	B_M_1_10	B_M_1_11	B_M_1_12	B_F_3_1	B_F_3_2	B_F_3_3	B_F_3_4	B_F_3_5	B_F_3_6	B_F_3_7	B_F_3_8	B_F_1_1	B_F_1_2	B_F_1_3	B_F_1_4	B_F_1_5	B_F_1_6	B_F_1_7	B_F_1_8	B_F_1_9	B_F_1_10	B_F_1_11	C_M_3_1	C_M_3_2	C_M_3_3	C_M_3_4	C_M_3_5	C_M_3_6	C_M_3_7	C_M_3_8	C_F_3_1	C_F_3_2	C_F_3_3	C_F_3_4	C_F_3_5	C_F_3_6	C_F_3_7	C_F_3_8
Lachnospiraceae_bacterium_10_1	180534	12363	245870	11478	0	74765	265313	214822	1542643	8148	1009	0	148895	0	399437	74722	100062	68103	854262	525114	3736	0	9299	3470	699560	996501	2847	391266	412243	63726	1087551	1285799	198971	0	41109	845466	479118	159846	1361553	578960	133764	47911	559103	153878	547385	3909	11530	19828	9397	8561	13534	173683	3574142	9204	444452	50818	1353534	1478320	4165247	2175	6496159	4611	16031	0	3655	320859	8197378	792	582975	4123346	1446215	592810	1333832	180190	207402	0	3952751	703789	1719201	456167	556236	750072	0	15854	0	0	8111	2994	0	23110	2830	193736	79	2039	25111	0	10542	15049	0	9245	0	0	263875	0	119939	0	0	0	391739	41531	290265	413056	629027	7992	123438	874942	17609	1470379	0	570034	0	20767	0	29954	71458	27489	1269	268858	111722	1759358	252220	962289	2505746	1397203	13987	245393	148209	771264	14360	1339906	4841	387691	50601	63375	0	169742	21855	265674	113991	8086	162945	17506	61699	372089	31332	183753	21572	161001	0	0
Lachnospiraceae_bacterium_28_4	118647	1600273	200413	9593648	12872388	153741	346572	262257	67935	4400896	32499	125204	14358904	82787	10901	26247	643975	231433	20475	3227	339622	20006	179102	88674	1606785	24263	255538	469426	1087553	214010	812359	668654	463910	29485	530604	410294	3563380	33611	535576	574832	276130	12100	24508	1174817	18530	105666	139771	192311	1030103	55469	73507	1303327	1189465	826035	374284	698475	1720116	1091918	22456	33151	2452207	907083	680506	336374	94995	1037897	10656525	63765	163514	1636185	242090	155438	11683	1327917	1458494	1052100	4414226	1562865	717798	870333	253003	182939	11800	1340953	32562	457027	1765124	425516	44352	4675388	209040	1052442	861200	125505	2211835	52800	605765	809104	10404	116340	3535713	1897926	2630364	1274088	229357	379971	21430	637586	17076	1054941	18562	384939	128889	380543	56733	1862637	436473	412432	1013325	332514	146576	3086603	224909	523618	123749	30985	17697	452799	7936	1921463	20690	467247	311801	789370	2138084	4313789	507294	4893430	4128314	1835098	1496816	31859	1870737	613170	445184	107410	1158924	2294250	226978	6745	635494	3064958	1154203	163749	6100497	5694259	1244503	10772806	484	0
Lachnospiraceae_bacterium_3_1	74110	1034	217922	5717	33448	38485	189311	144718	61275	841	7791	13484	18374	7014	2684	282	5971	900	4348	548	1390	0	0	372	0	558	0	0	374	0	0	1793	0	0	0	1045	2138	183	1512	0	185	2648	1692	4414	482	0	0	0	92	0	0	93	0	0	555	0	2744	0	453	0	363	0	0	0	0	0	7156	0	0	5958	743	185	749	0	0	0	3667	186	2456	1737	0	1421	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1135	93	0	0	0	0	0	0	0	0	0	834	0	0	0	92	0	550	90	545	0	0	769	0	362	0	0	1729	0	185	450	94	0	0	92	0	0	0	0	931	0	0	0	450	0	0	182	0	279	90	0	0
Lachnospiraceae_bacterium_3_2	30381	0	75502	62140	6263	71	2220	364	917	439	3162	4108	51174	2594	3977	0	689	1507	940	0	2104	0	0	0	0	71	0	0	0	0	0	0	149	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	71	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1641	0	0	0	0	0	0	0	0	0	0	443	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1573	0	0	0	770	0	7510	0	0	0	0	0	0	12803	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	289	0	0	0	0	0	0	0	0	0	0	0	4658	0	0	0	0	0
Lachnospiraceae_bacterium_A2	81626	31035	115356	11170	24569	0	3973	3295	38051	0	0	7280	4463	83	252	0	1038	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2275	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lachnospiraceae_bacterium_A4	0	0	0	0	0	0	104	308	0	0	32516	0	42300	0	34246	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4746	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lachnospiraceae_bacterium_M18_1	872	5014	458	817	867	3906	16024	9819	1994	0	3369	89	510	0	0	2594	518	8313	20311	7957	91	0	0	0	635	3304	0	0	6545	1580	3028	11921	1523	0	1414	0	15809	4521	3845	1291	4006	0	6826	2800	4290	0	1039	292	14423	715	2035	0	11766	1106	3285	14841	33074	3467	8350	984	4451	2186	0	979	0	1911	42588	1371	4013	23597	1638	0	721	4190	2012	2599	21564	5087	2663	5971	5572	3781	8634	13568	0	448	25724	14073	2045	56345	889	924	6190	3518	5257	0	11145	40279	519	0	161858	14690	3543	3999	3779	2252	995	2713	24671	18504	1931	270	1519	14637	13141	9397	108425	20020	7203	54669	3951	18510	7447	3529	1653	13441	6700	52747	873	10103	3293	5828	3280	38402	24756	46174	8436	19721	54256	7698	8324	1206	10815	1664	0	0	664	20685	1410	14125	7269	13780	708	8627	37257	23986	3195	24434	0	0
Robinsoniella_sp_RHS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1706	0	0	0	0	3592	0	0	0	0	0	0	0	0	0	0	0	0	0	14392	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tyzzerella_nexilis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	661	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Oscillibacter_sp_1_3	27307	11606	48084	32850	44987	13035	42183	25378	26632	15823	655738	28452	29308	17567	17286	12289	26012	9746	64906	142424	21496	0	518	176	13464	136308	1459	4363	36673	4110	69490	59891	18834	266	36083	6713	90978	53308	20528	4449	79744	9084	34181	69356	8717	2243	534	4112	100366	4512	5471	54384	40394	1718	10262	889	61458	30963	232708	28485	69410	9369	6398	12319	676	11195	85091	1094	12018	57375	10402	1974	11736	13940	5712	13850	63930	21114	68883	48417	7127	27660	6078	42699	0	4796	15870	3240	1200	4490	0	8969	584	775	56892	1443	20089	71983	0	5903	102320	13282	59484	9465	9248	8529	0	21430	92374	73187	12255	37493	14995	4887	17959	97987	90721	158660	5530	810990	2510	32697	1724	88248	493	14069	15962	69267	1268	80002	9034	13977	105092	56042	129045	88654	15668	22841	35918	163620	3996	20740	21505	4191	1998	8518	9108	16080	7342	2085	99702	66740	57749	27629	66315	169688	60727	26165	1554	3816
Clostridioides_difficile	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1082	0	0	1814	0	40657	15515	0	0	0	0	0	0	0	0	0	0	0	0	4327	0	0	0	0	0	0	0	0	0	0	0	450	0	0	0	31873	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Paeniclostridium_sordellii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42520	0	0	0	0	0	0	0	720	0	0	0	21103	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19705	0	0	0	43992	141	0	0	0	0	0	549	5157	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8260	0	15525	0	28084	49759	68254	47	105211	8583	17860	125431	0	63827	8240	0	0	2029	14077	2027	0	0	0	6668	274	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	129357	0	593	0	2400	973	12057	0	2608	36280	0	3066	0	0	20788	38756
Paraclostridium_bifermentans	0	0	0	0	0	0	0	0	0	43674	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2034	0	0	0	0	0	0	0	980	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Romboutsia_ilealis	4344	0	4915	4275	16658	0	0	0	0	2651	19414	6641	9829	84372	9844	0	0	0	1027	0	8990	327	0	1322	0	117	0	0	1267	0	0	0	0	0	0	0	0	0	0	898	0	1192	353	122	0	0	0	0	0	0	0	0	357	0	0	139	0	62	0	2652	0	893	0	0	0	0	0	0	0	0	0	0	548	0	0	0	0	184	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	984	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2994	845	0	423	0	0	0	0	0	0	0	171	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	356	0	0	0	0	0	0	0	0	0	0	183	0	1172	0	0	0	0	355	0	0	656	0	490
Terrisporobacter_othiniensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9304	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Acutalibacter_muris	0	0	0	326	0	93478	159407	135130	25073	0	120	0	302	207	486	14136	78387	85929	162964	29728	1307	0	0	2973	260	321764	3606	2782	14089	719	17996	19054	8217	0	10437	673	245	15538	7205	1126	31214	6057	18851	144448	9638	0	85	2512	73541	2745	2425	35164	76508	0	8430	1379	1273	8277	20651	0	79148	3981	45	84	0	3763	42856	0	7206	72905	12820	1349	17495	3989	13516	0	51885	876	3190	14256	2684	31037	0	7992	0	580	8898	0	0	28357	0	7838	0	41	23724	0	14968	51591	0	3389	95424	108675	42008	63531	5284	4498	0	6237	4799	17168	13996	4170	19996	3507	87	59140	0	25257	642	66192	0	12524	127	24848	0	106159	8211	83155	0	26012	5294	7275	40088	835	36287	16982	5360	27036	51615	17329	4317	4192	18356	3407	0	1611	0	6652	133	5698	39667	112608	26077	17385	9369	21530	216037	6318	2640	0
Anaerotruncus_colihominis	262	0	1592	31239	21241	1877	3114	1865	1245	13081	28302	51303	34754	9235	6442	2563	547	1173	4255	3757	14246	859	0	0	1013	6843	0	0	1458	425	5648	7183	330	0	0	0	4004	2611	44	2479	9121	129	1614	86	257	0	0	0	4773	85	477	2832	16655	1412	87	9057	4527	938	4240	0	3064	0	0	0	0	0	9728	823	913	5442	0	0	2682	0	0	1123	953	2158	2933	5717	491	4158	1293	3104	0	0	5415	13519	0	11942	0	1511	17157	0	6018	0	1896	2122	1169	0	38017	8545	9305	7233	0	0	1117	1179	1278	5213	262	0	264	0	576	1915	8581	7052	670	9020	704	2548	0	0	0	4724	1164	4838	3953	2735	0	173	759	3291	5312	609	0	7650	1183	3455	0	0	0	0	0	0	0	7865	0	12787	10016	9714	3852	1432	7551	9967	2047	997	0	10496
Anaerotruncus_sp_G3_2012	95585	71784	143307	317308	821095	200006	710335	591345	745273	135160	399735	745713	777177	218546	94317	140868	70946	47374	154801	337351	163365	11521	5487	19567	145325	465087	59975	56806	35695	13592	163311	242827	81013	6774	56732	57742	415072	265212	58147	87168	406112	77266	251643	60772	69326	38903	3682	36720	219499	10804	14566	52968	153222	31156	106327	194464	207221	109756	147539	8267	176266	47974	35341	27296	1464	39674	294157	5949	46724	350154	81578	5448	63754	19480	44678	90793	252535	72033	97049	146633	46134	132636	36220	127191	4172	6757	233414	59818	19769	172246	24803	65264	222014	21623	149018	7216	88984	272008	3698	14121	496807	171132	166626	193283	28948	11242	3383	66282	100595	167195	30230	15635	69180	22075	10719	111501	12279	108443	41249	186136	5714	153473	2580	20375	8960	129873	21025	103767	24555	101615	22823	125252	143292	164266	129207	101392	13378	259173	154487	146985	22447	21440	67963	7296	29939	27138	10589	392729	57820	201159	614920	206320	59931	62746	181783	162719	114118	172517	19689	329158
Flavonifractor_plautii	2103	16554	867	7302	5307	0	0	0	0	0	2146	0	14385	0	0	0	0	0	0	0	0	23445	8826	0	195	0	31305	0	0	0	0	0	0	0	0	0	0	0	12547	0	0	0	0	0	0	0	0	0	0	0	0	0	8382	374884	1346	79770	11521	0	0	495931	0	0	0	0	0	0	0	0	0	0	0	0	0	0	350	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	606525	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	303765	0	71861	0	0	0	0	0	0	0	223779	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	155233	0	0	0	0	19166	310316	0	439	48256	0	4905	1600	8699	26484	674776
Clostridium_methylpentosum	1818	615	679	0	0	0	0	0	0	4627	1487	1048	3435	1346	6104	0	0	0	0	0	2765	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	303	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ruthenibacterium_lactatiformans	0	0	0	963	0	0	0	0	0	0	8387	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	607	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dubosiella_newyorkensis	2616132	94738	1966082	399983	157221	1255	1674	495	522	374215	228329	893273	101468	450397	1560468	191098	10535	0	4233	0	174590	40827	90140	2657778	100847	7802	1094565	237137	808741	2477657	1900250	402842	238161	1171883	228844	198549	1202004	98904	390118	227828	64176	67224	869086	52435	439013	694618	304370	234675	684414	531982	613303	454658	161700	25022	79925	62215	129463	82630	35893	325688	654	101492	303275	65332	28960	975	64668	305178	622025	41234	37430	509604	63364	144960	4454500	313797	26980	90740	203590	99484	277278	27345	11968359	137168	3236753	60192	275345	283537	34872984	114808	3320628	2332132	1162052	1363631	795750	416266	1482924	272345	978125	575198	92316	1154844	5241103	1635299	385254	246721	1995435	499765	36069	720382	28432	94393	86054	438565	195339	94434	20689	14654	421418	13855	507664	58255	433444	11655	236260	98148	1137021	286973	752545	231297	302359	466514	254060	172750	279558	41509	39384	231125	110617	13489	131710	38977	191995	71843	865010	613867	3091620	258529	242834	1015961	2879613	1304408	554381	647754	1412787	1439730	584562	1147022	1828731	640349
Clostridium_cocleatum	4793	5594	5172	513	1000	0	0	0	0	320315	8093	15733	42587	25628	14826	0	0	773	5647	168802	11117	5168	1116	48807	2491	815	8908	3824	2625	17595	963	1479	5013	5079	6428	0	0	2111	27097	6811	339	5300	3415	0	4606	3258	2220	1670	390	589	3912	0	1904	22684	11685	43250	13131	356	39	95671	0	113652	16362	3589	0	14249	3324	2835	1306	29224	15241	2253	60141	15673	37891	23145	3740	6122	2124	18524	7743	12921	22715	14456	8665	1724	35730	64075	67200	25446	93237	4641	64827	18138	26798	17045	21932	1606	33574	1217	79138	5501	1333	3302	23162	12570	9589	8543	3301	17724	916	392	0	38	366	0	6943	0	23552	0	24043	2578	3611	0	7884	0	7349	390	13101	32137	4187	0	1909	0	11258	569	181	0	146	295	1221	0	0	72	268973	13669	230638	65523	23748	470455	249387	186441	6452	164105	335402	61261	1335	156959	76931	655650
Clostridium_innocuum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11237	0	0	0	0	17557	967	0	0	0	0	0	361687	0	0	0	0	0	7623	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9204	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3349	0	47761	0	0	0	0	0	0	182685	0	9077	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27357	0	60221	0	126202	0	0	0	0	0	32199	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	89109	0	0	0	0	0	0	0	0	41180	0	0	0	0	36895	23840
Faecalibaculum_rodentium	10814723	1692046	8835878	4054863	2261789	4175518	4018844	3316054	662623	1399167	1085446	13156334	831603	2770494	12885149	2447339	694310	55577	1372341	23716	926710	515763	1056038	186271	1724626	41637	1570756	1169447	221306	1777428	1809467	906782	2044931	1994201	1146877	3169493	750681	1053494	1795510	2192035	1252511	382899	1033877	435742	1802077	991082	1062744	769181	365777	1900024	2037513	572311	4653265	421407	1559726	116705	1149852	3659046	3778859	866149	1079050	1807618	7373100	1198440	2181961	325841	1203643	3595220	1189559	768417	5015428	3459447	1729433	2180107	1873791	4421270	358093	2128748	593174	614962	1449975	1367703	959567	2672584	1100973	714958	601500	1429161	4377719	2023119	3456706	18672799	2594914	2236594	1809939	1085531	920766	629897	1193964	1374727	322802	2018732	4783350	2274289	1164768	888356	1040630	1056724	350531	2197203	82456	741452	381664	6445293	6746388	158643	688871	471684	562256	321516	506588	2273371	720019	491831	3443810	726475	226160	94141	1326302	371261	421077	1284214	204625	297243	434076	148530	489367	638052	250525	602242	374169	1025649	395790	1765239	966201	1691315	18648580	2399568	1305699	3065715	1653846	1467273	976061	806727	2378029	1899031	983182	5080106	6517049	942541
Ileibacterium_valens	12248	0	14310	4773	795	0	0	3367	782	8860	2386	3182	1591	19513	53064	1564	795	0	2479	0	104263	0	0	0	0	841	13731	795	0	1565	2526	1590	796	0	1564	0	0	2889	0	1565	0	2387	0	1591	795	0	0	0	7563	5569	0	2387	782	0	781	0	795	0	7099	795	0	20300	1565	0	0	0	0	0	782	0	0	0	0	0	9386	795	1591	0	0	2526	1564	1591	794	795	0	0	0	0	3181	2385	795	31937	27429	796	4770	0	33083	0	3127	2344	14659	7033	54622	0	795	0	3910	1412	21937	6360	7881	0	0	2635	0	32548	0	1592	828	12607	1590	2166	0	6005	0	40689	10819	16664	2307	3368	0	87477	4854	29568	7715	3857	840	46700	0	57284	7850	22000	22640	773	0	861	2118	0	0	4775	46403	94624	19140	39886	7958	4774	19505	829	706	0
Firmicutes_bacterium_ASF500	2611	880	5217	6426	4117	149818	674636	561268	340070	2320	6247	3042	4361	2098	2130	97615	41321	234748	288684	6359	3354	167	4771	2261	32248	129664	1003	11973	2787	11019	95404	107046	8234	3759	24094	6635	131562	333883	7959	6854	187024	15715	48722	230429	27745	7666	1627	5723	29045	2509	2393	19622	200242	1509	89861	72307	10217	9780	28828	34599	107474	6769	21144	5940	1855	2182	30061	175	99559	179667	10498	3579	41974	1043	19296	20352	238910	44548	31711	71600	4190	404766	2440	176911	5099	6631	65223	3121	4792	191572	54792	42907	41562	2611	51984	523	6101	606720	609	17979	226832	128527	116371	97205	18660	8854	1875	82556	11993	25875	3594	172	14255	6516	2291	47887	12455	125104	30772	218827	770	9132	5163	3702	2754	55296	1883	438649	1092	19889	1085	6868	17247	57223	20395	41076	1823	26120	23042	95590	3888	2166	2095	2945	33429	71971	16832	129555	23983	51477	109954	207784	14771	98111	119407	238396	91050	149007	23980	14993
Victivallis_vadensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32458	0	0	0	0	0	0	36185	0	0	0	0	0	443	0	0	0	0	0	4485	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Aquamicrobium_aerolatum	0	0	0	0	0	0	0	0	0	0	0	0	0	845	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Alcaligenes_faecalis	0	0	0	0	0	0	0	0	0	0	0	0	0	262788	131607	0	0	0	0	0	47960	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12943	0	0	0	0	0	2361	0	0	0	13726	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	339	0	716	698	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2493	0	1951	3237	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Paenalcaligenes_hominis	24269	26965	33437	5985	73884	52104	46651	45932	62586	404	14542	0	0	367796	124577	0	992	0	1163	2373	65200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1164	0	0	0	0	283	0	606	2158	0	7204	4585	705	2264	0	0	0	0	0	630	3680	0	0	0	0	0	0	0	0	4313	0	2643	0	0	0	8560	0	3306	5394	0	973	13209	2319	0	6471	0	0	0	0	0	0	1888	0	0	0	0	0	0	0	5373	9727	0	7947	10246	0	2574	0	3541	0	4811	0	0	0	0	542	0	0	0	0	0	2518	0	1488	0	2089	364	0	706	0	15124	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
